scientific_name,source
Perdita sexmaculata,GBIF
Perdita similis,GBIF
Perdita snowii,GBIF
Perdita sonorensis,GBIF
Perdita speciosa,GBIF
Perdita sphaeralceae,GBIF
Perdita stathamae,GBIF
Perdita stottleri,GBIF
Perdita subfasciata,GBIF
Perdita thermophila,GBIF
Perdita tortifoliae,GBIF
Perdita transversa,GBIF
Perdita triangulifera,GBIF
Perdita trifasciata,GBIF
Perdita trinotata,GBIF
Perdita trisignata,GBIF
Perdita tularensis,GBIF
Perdita turgiceps,GBIF
Perdita utahensis,GBIF
Perdita vandykei,GBIF
Perdita verbesinae,GBIF
Perdita vespertina,GBIF
Perdita vestita,GBIF
Perdita vicina,GBIF
Perdita wasbaueri,GBIF
Perdita wilmattae,GBIF
Perdita wislizeniae,GBIF
Perdita wootonae,GBIF
Perdita wyomingensis,GBIF
Perdita xanthisma,GBIF
Perdita xanthochroa,GBIF
Perdita xerophila,GBIF
Perdita yanegai,GBIF
Perdita yosemitensis,GBIF
Perdita zebrata,GBIF
Perdita zonalis,GBIF
Perdix perdix,eBird
Perichares philetes,GBIF
Pericyma cruegeri,GBIF
Peridroma costalis,GBIF
Perigea bahamica,GBIF
Perigea berinda,GBIF
Perigea enixa,GBIF
Perigonia lusca,GBIF
Perigonica angulata,GBIF
Perigonica eldana,GBIF
Perigonica fulminans,GBIF
Perigonica pectinata,GBIF
Perigonica tertia,GBIF
Periploca juniperi,GBIF
Periploca orichalcella,GBIF
Periploca repanda,GBIF
Periploca serrulata,GBIF
Periporphyrus celaeno,eBird
Perisoreus canadensis,eBird
Perispasta caeculalis,GBIF
Perittia cygnodiella,GBIF
Perittia eremonoma,GBIF
Perittia herrichiella,GBIF
Perittia lonicerae,GBIF
Perittia passula,GBIF
Perittia serica,GBIF
Perizoma actuata,GBIF
Perizoma alchemillata,GBIF
Perizoma basaliata,GBIF
Perizoma costiguttata,GBIF
Perizoma curvilinea,GBIF
Perizoma custodiata,GBIF
Perizoma epictata,GBIF
Perizoma grandis,GBIF
Perizoma interrupta,GBIF
Perizoma oxygramma,GBIF
Pernis ptilorhynchus,eBird
Pero anceta,GBIF
Pero astapa,GBIF
Pero behrensaria,GBIF
Pero catalina,GBIF
Pero flavisaria,GBIF
Pero giganteus,GBIF
Pero hubneraria,GBIF
Pero inviolata,GBIF
Pero macdunnoughi,GBIF
Pero meskaria,GBIF
Pero mizon,GBIF
Pero modestus,GBIF
Pero occidentalis,GBIF
Pero radiosaria,GBIF
Pero washakiensis,GBIF
Perola clara,GBIF
Petrochelidon fulva,eBird
Petrochelidon pyrrhonota,eBird
Petrophila avernalis,GBIF
Petrophila bifascialis,GBIF
Petrophila canadensis,GBIF
Petrophila cappsi,GBIF
Petrophila confusalis,GBIF
Petrophila cronialis,GBIF
Petrophila daemonalis,GBIF
Petrophila fulicalis,GBIF
Petrophila heppneri,GBIF
Petrophila hodgesi,GBIF
Petrophila jaliscalis,GBIF
Petrophila kearfottalis,GBIF
Petrophila longipennis,GBIF
Petrophila santafealis,GBIF
Petrophila schaefferalis,GBIF
Petrophora divisata,GBIF
Petrophora subaequaria,GBIF
Peucaea aestivalis,eBird
Peucaea botterii,eBird
Peucaea carpalis,eBird
Peucaea cassinii,eBird
Peucedramus taeniatus,eBird
Phaecasiophora confixana,GBIF
Phaecasiophora inspersa,GBIF
Phaedropsis stictigramma,GBIF
Phaedrotes catalina,GBIF
Phaedrotes sagittigera,GBIF
Phaeolita extremalis,GBIF
Phaeolita pyramusalis,GBIF
Phaeoses sabinella,GBIF
Phaeostrymon alcestis,GBIF
Phaeoura aetha,GBIF
Phaeoura belua,GBIF
Phaeoura cana,GBIF
Phaeoura cristifera,GBIF
Phaeoura kirkwoodi,GBIF
Phaeoura mexicanaria,GBIF
Phaeoura perfidaria,GBIF
Phaeoura quernaria,GBIF
Phaeoura utahensis,GBIF
Phaethon aethereus,eBird
Phaethon lepturus,eBird
Phaethon rubricauda,eBird
Phaetusa simplex,eBird
Phainopepla nitens,eBird
Phalacrocorax carbo,eBird
Phalaenoptilus nuttallii,eBird
Phalaenostola eumelusalis,GBIF
Phalaenostola hanhami,GBIF
Phalaenostola larentioides,GBIF
Phalanta phalantha,GBIF
Phalaropus fulicarius,eBird
Phalaropus lobatus,eBird
Phalaropus tricolor,eBird
Phaloesia saucia,GBIF
Phalonia cephalanthana,GBIF
Phalonia grandis,GBIF
Phalonia pimana,GBIF
Phalonia yuccatana,GBIF
Phalonidia basiochreana,GBIF
Phalonidia lepidana,GBIF
Phalonidia memoranda,GBIF
Phaneta argenticostana,GBIF
Pharga pallens,GBIF
Phasianus colchicus,eBird
Phasianus versicolor,eBird
Pheosidea elegans,GBIF
Phereoeca allutella,GBIF
Phereoeca coprophaga,GBIF
Phereoeca praecox,GBIF
Phereoeca uterella,GBIF
Pherne parallelia,GBIF
Pherne placeraria,GBIF
Pherne sperryi,GBIF
Pherne subpunctata,GBIF
Phestinia costella,GBIF
Pheucticus chrysopeplus,eBird
Pheucticus melanocephalus,eBird
Phiaris turfosana,GBIF
Phidotricha erigens,GBIF
Phigalia plumogeraria,GBIF
Philagraula slossoniae,GBIF
Philedia punctomacularia,GBIF
Philodoria auromagnifica,GBIF
Philodoria basalis,GBIF
Philodoria costalis,GBIF
Philodoria hibiscella,GBIF
Philodoria kauaulaensis,GBIF
Philodoria lama,GBIF
Philodoria lysimachiella,GBIF
Philodoria marginestrigata,GBIF
Philodoria naenaeiella,GBIF
Philodoria pipturiella,GBIF
Philodoria splendida,GBIF
Philodoria succedanea,GBIF
Philonome nigrescens,GBIF
Philonome wielgusi,GBIF
Philotes bernardino,GBIF
Philotes intermedia,GBIF
Philotes pallescens,GBIF
Philotes sonorensis,GBIF
Philotiella leona,GBIF
Philotiella speciosa,GBIF
Philtraea elegantaria,GBIF
Philtraea latifoliae,GBIF
Philtraea monillata,GBIF
Philtraea paucimacula,GBIF
Philtraea surcaliforniae,GBIF
Philtraea utahensis,GBIF
Phlyctaina irrigualis,GBIF
Phoberia ingenua,GBIF
Phobetron dyari,GBIF
Phobolosia anfracta,GBIF
Phobolosia nr,GBIF
Phobus brucei,GBIF
Phobus curvatella,GBIF
Phobus funerella,GBIF
Phobus incertus,GBIF
Phocides batabano,GBIF
Phocides lilea,GBIF
Phocides pigmalion,GBIF
Phocides polybius,GBIF
Phoebastria albatrus,eBird
Phoebastria immutabilis,eBird
Phoebastria irrorata,eBird
Phoebastria nigripes,eBird
Phoebetria palpebrata,eBird
Phoebis agarithe,GBIF
Phoebis argante,GBIF
Phoebis marcellina,GBIF
Phoebis neocypris,GBIF
Phoeniconaias minor,eBird
Phoenicophanta bicolor,GBIF
Phoenicophanta modestula,GBIF
Phoenicoprocta hampsonii,GBIF
Phoenicoprocta lydia,GBIF
Phoenicopterus chilensis,eBird
Phoenicopterus roseus,eBird
Phoenicopterus ruber,eBird
Phoenicurus phoenicurus,eBird
Pholisora catullus,GBIF
Pholisora gracielae,GBIF
Pholisora libya,GBIF
Pholisora mejicanus,GBIF
Phonipara canora,eBird
Phormoestes palmettovora,GBIF
Phosphila turbulenta,GBIF
Phostria tedea,GBIF
Photedes defecta,GBIF
Photedes didonea,GBIF
Photedes enervata,GBIF
Photedes includens,GBIF
Photedes inops,GBIF
Photedes panatela,GBIF
Phrudocentra centrifugaria,GBIF
Phryganeopsis brunnea,GBIF
Phryganidia californica,GBIF
Phrygionis auriferaria,GBIF
Phrygionis paradoxata,GBIF
Phrygionis privignaria,GBIF
Phryxus caicus,GBIF
Phtheochroa aegrana,GBIF
Phtheochroa aureoalbida,GBIF
Phtheochroa baracana,GBIF
Phtheochroa canariana,GBIF
Phtheochroa fulviplicana,GBIF
Phtheochroa huachucana,GBIF
Phtheochroa modestana,GBIF
Phtheochroa perspicuana,GBIF
Phtheochroa riscana,GBIF
Phtheochroa terminana,GBIF
Phtheochroa villana,GBIF
Phtheochroa vitellinana,GBIF
Phtheochroa vulneratana,GBIF
Phtheochroa waracana,GBIF
Phthorimaea chiquitelloides,GBIF
Phthorimaea elaborata,GBIF
Phthorimaea insularis,GBIF
Phthorimaea spinosa,GBIF
Phthorimaea totalis,GBIF
Phuphena tura,GBIF
Phyciodes campestris,GBIF
Phyciodes montana,GBIF
Phyciodes orseis,GBIF
Phyciodes pallida,GBIF
Phyciodes phaon,GBIF
Phyciodes picta,GBIF
Phyciodes vesta,GBIF
Phycitodes mucidellus,GBIF
Phyllocnistis ampelopsiella,GBIF
Phyllocnistis citrella,GBIF
Phyllocnistis finitima,GBIF
Phyllocnistis hyperpersea,GBIF
Phyllocnistis intermediella,GBIF
Phyllocnistis meliacella,GBIF
Phyllocnistis vitegenella,GBIF
Phyllocnistis vitifoliella,GBIF
Phyllodesma coturnix,GBIF
Phyllodesma occidentis,GBIF
Phyllodonta peccataria,GBIF
Phyllodonta sarukhani,GBIF
Phyllonorycter alaskana,GBIF
Phyllonorycter alnicolella,GBIF
Phyllonorycter anderidae,GBIF
Phyllonorycter antiochella,GBIF
Phyllonorycter apicinigrella,GBIF
Phyllonorycter arbutusella,GBIF
Phyllonorycter caryaealbella,GBIF
Phyllonorycter deserticola,GBIF
Phyllonorycter diaphanella,GBIF
Phyllonorycter emberizaepenella,GBIF
Phyllonorycter holodisci,GBIF
Phyllonorycter intermixta,GBIF
Phyllonorycter inusitatella,GBIF
Phyllonorycter junoniella,GBIF
Phyllonorycter latus,GBIF
Phyllonorycter ledella,GBIF
Phyllonorycter maestingella,GBIF
Phyllonorycter manzanita,GBIF
Phyllonorycter mariaeella,GBIF
Phyllonorycter mespilella,GBIF
Phyllonorycter myricella,GBIF
Phyllonorycter obsoleta,GBIF
Phyllonorycter occitanica,GBIF
Phyllonorycter pernivalis,GBIF
Phyllonorycter platani,GBIF
Phyllonorycter rhododendrella,GBIF
Phyllonorycter sandraella,GBIF
Phyllonorycter symphoricarpaeella,GBIF
Phylloporia bistrigella,GBIF
Phylloscopus borealis,eBird
Phylloscopus collybita,eBird
Phylloscopus examinandus,eBird
Phylloscopus fuscatus,eBird
Phylloscopus inornatus,eBird
Phylloscopus proregulus,eBird
Phylloscopus sibilatrix,eBird
Phylloscopus trochilus,eBird
Phymatopus behrensi,GBIF
Phymatopus californicus,GBIF
Phymatopus hectoides,GBIF
Phyprosopus calligrapha,GBIF
Phyprosopus callitrichoides,GBIF
Physula albipunctilla,GBIF
Phytometra apicata,GBIF
Phytometra ernestinana,GBIF
Phytometra obliqualis,GBIF
Phytometra orgiae,GBIF
Phytometra rhodarialis,GBIF
Pica hudsonia,eBird
Pica nuttalli,eBird
Pica pica,eBird
Picoides arcticus,eBird
Picoides dorsalis,eBird
Pieriballia viardi,GBIF
Pieris angelika,GBIF
Pieris mannii,GBIF
Pieris marginalis,GBIF
Pieris rapae,GBIF
Pigritia fidella,GBIF
Pigritia laticapitella,GBIF
Pigritia murtfeldtella,GBIF
Piletocera bufalis,GBIF
Pilocrocis dryalis,GBIF
Pilocrocis gnamptoceralis,GBIF
Pilocrocis ramentalis,GBIF
Pima albiplagiatella,GBIF
Pima albocostalialis,GBIF
Pima boisduvaliella,GBIF
Pima fosterella,GBIF
Pima granitella,GBIF
Pimaphera percata,GBIF
Pimaphera sparsaria,GBIF
Pimodes insularis,GBIF
Pinicola enucleator,eBird
Pionites melanocephalus,eBird
Pionus maximiliani,eBird
Pionus menstruus,eBird
Pionus senilis,eBird
Pipilo chlorurus,eBird
Pipilo maculatus,eBird
Piranga bidentata,eBird
Piranga flava,eBird
Piranga ludoviciana,eBird
Piranga rubra,eBird
Piruna aea,GBIF
Piruna haferniki,GBIF
Piruna pirus,GBIF
Piruna polingii,GBIF
Pitangus sulphuratus,eBird
Plagiomimicus astigmatosum,GBIF
Plagiomimicus aureolum,GBIF
Plagiomimicus caesium,GBIF
Plagiomimicus curiosum,GBIF
Plagiomimicus dimidiata,GBIF
Plagiomimicus expallidus,GBIF
Plagiomimicus heitzmani,GBIF
Plagiomimicus hilli,GBIF
Plagiomimicus kathyae,GBIF
Plagiomimicus manti,GBIF
Plagiomimicus mimica,GBIF
Plagiomimicus navia,GBIF
Plagiomimicus ochoa,GBIF
Plagiomimicus olvello,GBIF
Plagiomimicus pityochromus,GBIF
Plagiomimicus spumosum,GBIF
Plagiomimicus tepperi,GBIF
Plagiomimicus triplagiatus,GBIF
Plagiomimicus yakama,GBIF
Plataea blanchardaria,GBIF
Plataea calcaria,GBIF
Plataea californiaria,GBIF
Plataea diva,GBIF
Plataea personaria,GBIF
Plataea trilinearia,GBIF
Plataea ursaria,GBIF
Platalea ajaja,eBird
Platalea leucorodia,eBird
Platphalonia campicolana,GBIF
Platphalonia dangi,GBIF
Platphalonia magdalenae,GBIF
Platphalonia plicana,GBIF
Platphalonidia felix,GBIF
Platphalonidia lavana,GBIF
Platphalonidia magdalenae,GBIF
Platphalonidia subolivacea,GBIF
Platycercus elegans,eBird
Platycercus eximius,eBird
Platyedra subcinerea,GBIF
Platynota blanchardi,GBIF
Platynota exasperatana,GBIF
Platynota labiosana,GBIF
Platynota larreana,GBIF
Platynota nigrocervina,GBIF
Platynota semiustana,GBIF
Platynota texana,GBIF
Platynota viridana,GBIF
Platynota wenzelana,GBIF
Platynota zapatana,GBIF
Platypolia anceps,GBIF
Platypolia contadina,GBIF
Platypolia loda,GBIF
Platypolia mactata,GBIF
Platyprepia virginalis,GBIF
Platyptilia albicans,GBIF
Platyptilia carduidactylus,GBIF
Platyptilia comstocki,GBIF
Platyptilia percnodactylus,GBIF
Platyptilia tesseradactyla,GBIF
Platyptilia washburnensis,GBIF
Platyptilia williamsii,GBIF
Platytes vobisne,GBIF
Plebeia emerina,GBIF
Plebeia frontalis,GBIF
Plebejus acmoin,GBIF
Plebejus acmon,GBIF
Plebejus aehaja,GBIF
Plebejus argus,GBIF
Plebejus fridayi,GBIF
Plebejus lepidus,GBIF
Plebejus lupini,GBIF
Plebejus monticola,GBIF
Plebejus saepiolus,GBIF
Plebejus samuelis,GBIF
Plebejus scudderii,GBIF
Plebejus shasta,GBIF
Plebulina emigdionis,GBIF
Plectrophenax hyperboreus,eBird
Plectrophenax nivalis,eBird
Plegadis chihi,eBird
Plegadis falcinellus,eBird
Pleromella opter,GBIF
Pleromelloida arizonata,GBIF
Pleromelloida bonuscula,GBIF
Pleromelloida cinerea,GBIF
Pleromelloida conserta,GBIF
Pleuroprucha asthenaria,GBIF
Pleuroptya silicalis,GBIF
Pleurota albastrigulella,GBIF
Pliniaca bakerella,GBIF
Ploceus bojeri,eBird
Ploceus castaneiceps,eBird
Ploceus cucullatus,eBird
Ploceus melanocephalus,eBird
Ploceus velatus,eBird
Ploceus vitellinus,eBird
Plodia interpunctella,GBIF
Plumegesta largalis,GBIF
Plusia contexta,GBIF
Plusia festucae,GBIF
Plusia nichollae,GBIF
Plusia venusta,GBIF
Plusiodonta amado,GBIF
Plusiodonta compressipalpis,GBIF
Plutella albidorsella,GBIF
Plutella armoraciae,GBIF
Plutella haasi,GBIF
Plutella interrupta,GBIF
Plutella porrectella,GBIF
Plutella vanella,GBIF
Plutella xylostella,GBIF
Pluvialis apricaria,eBird
Pluvialis dominica,eBird
Pluvialis fulva,eBird
Pluvialis squatarola,eBird
Pococera aplastella,GBIF
Pococera arizonella,GBIF
Pococera callipeplella,GBIF
Pococera euphemella,GBIF
Pococera fuscolotella,GBIF
Pococera griseella,GBIF
Pococera humerella,GBIF
Pococera maritimalis,GBIF
Pococera scortealis,GBIF
Pococera subcanalis,GBIF
Pococera texanella,GBIF
Pococera tiltella,GBIF
Podagra crassipes,GBIF
Podiasa chiococcella,GBIF
Podiceps auritus,eBird
Podiceps grisegena,eBird
Podiceps nigricollis,eBird
Podilymbus podiceps,eBird
Poecile carolinensis,eBird
Poecile cinctus,eBird
Poecile gambeli,eBird
Poecile hudsonicus,eBird
Poecile rufescens,eBird
Poecile sclateri,eBird
Pogonogenys proximalis,GBIF
Poicephalus flavifrons,eBird
Poicephalus meyeri,eBird
Poicephalus senegalus,eBird
Poladryas minuta,GBIF
Polia discalis,GBIF
Polia nugatis,GBIF
Polia piniae,GBIF
Polia propodea,GBIF
Polia richardsoni,GBIF
Polia rogenhoferi,GBIF
Policocnemis ungulatus,GBIF
Polioptila caerulea,eBird
Polioptila californica,eBird
Polioptila melanura,eBird
Polioptila nigriceps,eBird
Polites baracoa,GBIF
Polites coras,GBIF
Polites egeremet,GBIF
Polites otho,GBIF
Polites sabuleti,GBIF
Polites vibex,GBIF
Polopeustis arctiella,GBIF
Polychrysia esmeralda,GBIF
Polydesma boarmoides,GBIF
Polygonia c-album,GBIF
Polygonia haroldi,GBIF
Polygonia hylas,GBIF
Polygonia oreas,GBIF
Polygonia vaualbum,GBIF
Polygonia zephyrus,GBIF
Polygonus leo,GBIF
Polygrammodes elevata,GBIF
Polygrammodes langdonalis,GBIF
Polygrammodes sanguinalis,GBIF
Polyhymno acaciella,GBIF
Polyommatus icarus,GBIF
Polyplectron bicalcaratum,eBird
Polypogon obscuripennis,GBIF
Polysticta stelleri,eBird
Polytelis anthopeplus,eBird
Polythrix mexicanus,GBIF
Polythrix octomaculata,GBIF
Pompostolella charipepla,GBIF
Ponometia bruchi,GBIF
Ponometia elegantula,GBIF
Ponometia hutsoni,GBIF
Ponometia macdunnoughi,GBIF
Ponometia venustula,GBIF
Pontia beckerii,GBIF
Pontia occidentalis,GBIF
Pontia sisymbrii,GBIF
Porphyrio flavirostris,eBird
Porphyrio martinica,eBird
Porphyrio poliocephalus,eBird
Porphyrorhegma fortunata,GBIF
Porphyrosela minuta,GBIF
Portentomorpha xanthialis,GBIF
Porzana carolina,eBird
Povolnya quercinigrella,GBIF
Prays atomocella,GBIF
Prepona demophon,GBIF
Prepona laertes,GBIF
Prionapteryx achatina,GBIF
Prionapteryx cuneolalis,GBIF
Prionapteryx serpentella,GBIF
Prionomelia spododea,GBIF
Pristerognatha agilana,GBIF
Pristerognatha fuligana,GBIF
Problema bulenta,GBIF
Procellaria aequinoctialis,eBird
Procellaria parkinsoni,eBird
Prochalia pygmaea,GBIF
Prochoerodes amplicineraria,GBIF
Prochoerodes forficaria,GBIF
Prochoerodes olivata,GBIF
Prochoerodes truxaliata,GBIF
Proclossiana aphirape,GBIF
Procymbopteryx belialis,GBIF
Prodoxus aenescens,GBIF
Prodoxus cinereus,GBIF
Prodoxus coloradensis,GBIF
Prodoxus decipiens,GBIF
Prodoxus mapimiensis,GBIF
Prodoxus marginatus,GBIF
Prodoxus phylloryctus,GBIF
Prodoxus quinquepunctella,GBIF
Prodoxus sonorensis,GBIF
Prodoxus sordidus,GBIF
Prodoxus weethumpi,GBIF
Prodoxus y-inversa,GBIF
Progne chalybea,eBird
Progne cryptoleuca,eBird
Progne elegans,eBird
Progne subis,eBird
Progne tapera,eBird
Prognorisma substrigata,GBIF
Progonia oileusalis,GBIF
Prolimacodes trigona,GBIF
Prolita barnesiella,GBIF
Prolita dialis,GBIF
Prolita geniata,GBIF
Prolita incicur,GBIF
Prolita invariabilis,GBIF
Prolita jubata,GBIF
Prolita nefrens,GBIF
Prolita pagella,GBIF
Prolita princeps,GBIF
Prolita puertella,GBIF
Prolita recens,GBIF
Prolita rectistrigella,GBIF
Prolita sexpunctella,GBIF
Prolita sironae,GBIF
Prolita thaliae,GBIF
Prolita variabilis,GBIF
Promalactis suzukiella,GBIF
Promylea lunigerella,GBIF
Pronoctua craboi,GBIF
Pronoctua peabodyae,GBIF
Pronoctua pyrophiloides,GBIF
Pronoctua typica,GBIF
Properigea albimacula,GBIF
Properigea continens,GBIF
Properigea costa,GBIF
Properigea loculosa,GBIF
Properigea mephisto,GBIF
Properigea niveirena,GBIF
Properigea perolivalis,GBIF
Properigea seitzi,GBIF
Properigea suffusa,GBIF
Properigea tapeta,GBIF
Prorasea fernaldi,GBIF
Prorasea praeia,GBIF
Prorasea pulveralis,GBIF
Prorasea sideralis,GBIF
Prorasea simalis,GBIF
Prorella artestata,GBIF
Prorella discoidalis,GBIF
Prorella gypsata,GBIF
Prorella insipidata,GBIF
Prorella leucata,GBIF
Prorella mellisa,GBIF
Prorella opinata,GBIF
Proroblemma testa,GBIF
Proserpinus clarkiae,GBIF
Proserpinus flavofasciata,GBIF
Proserpinus gaurae,GBIF
Proserpinus juanita,GBIF
Proserpinus lucidus,GBIF
Proserpinus terlooii,GBIF
Proserpinus vega,GBIF
Prosoparia floridana,GBIF
Prosoparia perfuscaria,GBIF
Prostomeus brunneus,GBIF
Protambulyx carteri,GBIF
Protambulyx strigilis,GBIF
Protandrena atricornis,GBIF
Protandrena bancrofti,GBIF
Protandrena cockerelli,GBIF
Protandrena fratercula,GBIF
Protandrena heteromorpha,GBIF
Protandrena mexicanorum,GBIF
Protandrena occidua,GBIF
Protandrena pectidis,GBIF
Protandrena rugosa,GBIF
Protandrena sorocula,GBIF
Protandrena sphaeralceae,GBIF
Protandrena texana,GBIF
Protandrena tidestromiae,GBIF
Protandrena trifoliata,GBIF
Protandrena verbesinae,GBIF
Protapamea danieli,GBIF
Protapamea louisae,GBIF
Protasia mirabilicornella,GBIF
Proteides mercurius,GBIF
Proteoteras arizonae,GBIF
Proteoteras implicata,GBIF
Proteoteras obnigrana,GBIF
Prothrinax luteomedia,GBIF
Protitame albescens,GBIF
Protitame matilda,GBIF
Protitame subalbaria,GBIF
Protodeltote albidula,GBIF
Protodeltote muscosula,GBIF
Protodufourea eickworti,GBIF
Protographium marcellus,GBIF
Protographium philolaus,GBIF
Protogygia alberta,GBIF
Protogygia album,GBIF
Protogygia arena,GBIF
Protogygia biclavis,GBIF
Protogygia comstocki,GBIF
Protogygia elevata,GBIF
Protogygia enalaga,GBIF
Protogygia lagena,GBIF
Protogygia milleri,GBIF
Protogygia pallida,GBIF
Protogygia pectinata,GBIF
Protogygia polingi,GBIF
Protogygia postera,GBIF
Protogygia pryorensis,GBIF
Protogygia querula,GBIF
Protogygia rufescens,GBIF
Protogygia whitesandsensis,GBIF
Protohalonia amoena,GBIF
Protohalonia carinata,GBIF
Protohalonia venusta,GBIF
Protolithocolletis lathyri,GBIF
Protonotaria citrea,eBird
Protoperigea anotha,GBIF
Protoperigea calientensis,GBIF
Protoperigea parvulata,GBIF
Protoperigea posticata,GBIF
Protoperigea subterminata,GBIF
Protoperigea umbricata,GBIF
Protoproutia laredoata,GBIF
Protoproutia rusticaria,GBIF
Protorthodes alfkenii,GBIF
Protorthodes antennata,GBIF
Protorthodes argentoppida,GBIF
Protorthodes curtica,GBIF
Protorthodes eureka,GBIF
Protorthodes melanopis,GBIF
Protorthodes mulina,GBIF
Protorthodes orobia,GBIF
Protorthodes oviduca,GBIF
Protorthodes perforata,GBIF
Protorthodes rufula,GBIF
Protorthodes texana,GBIF
Protorthodes texicana,GBIF
Protorthodes ustulata,GBIF
Protorthodes variabilis,GBIF
Protosmia rubifloris,GBIF
Protoxaea gloriosa,GBIF
Provia argentata,GBIF
Proxenus mendosa,GBIF
Proxenus mindara,GBIF
Proxenus miranda,GBIF
Prunella montanella,eBird
Psaliodes fervescens,GBIF
Psaliodes interrupta,GBIF
Psaltriparus minimus,eBird
Psamatodes pallidata,GBIF
Psamatodes trientata,GBIF
Psammobotys alpinalis,GBIF
Psammobotys fordi,GBIF
Psammopolia arietis,GBIF
Psammopolia sala,GBIF
Psammopolia wyatti,GBIF
Psaphida damalis,GBIF
Psaphida grandis,GBIF
Psaphida grotei,GBIF
Psaphida thaxterianus,GBIF
Psara jasiusalis,GBIF
Psarocolius decumanus,eBird
Psectrotarsia hebardi,GBIF
Psectrotarsia suavis,GBIF
Pselnophorus belfragei,GBIF
Pselnophorus chihuahuaensis,GBIF
Pselnophorus hodgesi,GBIF
Pselnophorus kutisi,GBIF
Psephotus haematonotus,eBird
Pseudacontia crustaria,GBIF
Pseudalypia crotchii,GBIF
Pseudanarta actura,GBIF
Pseudanarta basivirida,GBIF
Pseudanarta caeca,GBIF
Pseudanarta crocea,GBIF
Pseudanarta daemonalis,GBIF
Pseudanarta damnata,GBIF
Pseudanarta exasperata,GBIF
Pseudanarta flava,GBIF
Pseudanarta flavidens,GBIF
Pseudanarta perplexa,GBIF
Pseudanarta pulverulenta,GBIF
Pseudanarta singula,GBIF
Pseudanthoecia tumida,GBIF
Pseudasopia cohortalis,GBIF
Pseudasopia intermedialis,GBIF
Pseudcaloreas extrincicella,GBIF
Pseuderotis obiterella,GBIF
Pseudethmia protuberans,GBIF
Pseudeustrotia indeterminata,GBIF
Pseudeva palligera,GBIF
Pseudexentera habrosana,GBIF
Pseudexentera kalmiana,GBIF
Pseudexentera knudsoni,GBIF
Pseudexentera oregonana,GBIF
Pseudexentera oreios,GBIF
Pseudexentera senatrix,GBIF
Pseudexentera sepia,GBIF
Pseudexentera vaccinii,GBIF
Pseudexentera virginiana,GBIF
Pseudhapigia brunnea,GBIF
Pseudoanthidium nanum,GBIF
Pseudobryomima distans,GBIF
Pseudobryomima fallax,GBIF
Pseudobryomima muscosa,GBIF
Pseudobulweria rostrata,eBird
Pseudocabima arizonensis,GBIF
Pseudocabotia balconiensis,GBIF
Pseudochelaria arbutina,GBIF
Pseudochelaria manzanitae,GBIF
Pseudochelaria pennsylvanica,GBIF
Pseudochelaria scabrella,GBIF
Pseudocopaeodes eunus,GBIF
Pseudocopivaleria anaverta,GBIF
Pseudocopivaleria sonoma,GBIF
Pseudogalleria inimicella,GBIF
Pseudohadena vulnerea,GBIF
Pseudohermonassa bicarnea,GBIF
Pseudohermonassa flavotincta,GBIF
Pseudohermonassa ononensis,GBIF
Pseudohermonassa tenuicula,GBIF
Pseudohyaleucerea minima,GBIF
Pseudomacrotera turgiceps,GBIF
Pseudomarimatha flava,GBIF
Pseudonestor xanthophrys,eBird
Pseudopanthea palata,GBIF
Pseudopanurgus aethiops,GBIF
Pseudopanurgus atricornis,GBIF
Pseudopanurgus californicus,GBIF
Pseudopanurgus clypeatus,GBIF
Pseudopanurgus fraterculus,GBIF
Pseudopanurgus illustris,GBIF
Pseudopanurgus irregularis,GBIF
Pseudopanurgus nanulus,GBIF
Pseudopanurgus parvus,GBIF
Pseudopanurgus passiflorae,GBIF
Pseudopanurgus renimaculatus,GBIF
Pseudopanurgus simulans,GBIF
Pseudopanurgus texanus,GBIF
Pseudopanurgus townsendi,GBIF
Pseudopanurgus virginicus,GBIF
Pseudopostega albogaleriella,GBIF
Pseudopostega cretea,GBIF
Pseudopostega quadristrigella,GBIF
Pseudopostega texana,GBIF
Pseudopyrausta marginalis,GBIF
Pseudopyrausta santatalis,GBIF
Pseudorgyia russula,GBIF
Pseudorgyia versuta,GBIF
Pseudorthodes irrorata,GBIF
Pseudorthodes keela,GBIF
Pseudorthodes puerilis,GBIF
Pseudorthodes virgula,GBIF
Pseudoschinia elautalis,GBIF
Pseudoschoenobius opalescalis,GBIF
Pseudoschrankia brevipalpis,GBIF
Pseudosphex leovazquezae,GBIF
Pseudosphinx tetrio,GBIF
Pseudotelphusa landryi,GBIF
Pseudotelphusa querciphaga,GBIF
Pseudothyris sepulchralis,GBIF
Psilocorsis arguta,GBIF
Psilocorsis cirrhoptera,GBIF
Psilocorsis fatula,GBIF
Psilogramma increta,GBIF
Psilopleura polia,GBIF
Psiloscops flammeolus,eBird
Psittacara chloropterus,eBird
Psittacara erythrogenys,eBird
Psittacara finschi,eBird
Psittacara holochlorus,eBird
Psittacara leucophthalmus,eBird
Psittacara mitratus,eBird
Psittacara wagleri,eBird
Psittacula alexandri,eBird
Psittacula columboides,eBird
Psittacula cyanocephala,eBird
Psittacula eques,eBird
Psittacula eupatria,eBird
Psittacula krameri,eBird
Psittacus erithacus,eBird
Psitteuteles pusillus,eBird
Psittirostra psittacea,eBird
Pternistis erckelii,eBird
Pterocles exustus,eBird
Pterocypha floridata,GBIF
