scientific_name,state_code,source,observation_count
Oreoscoptes montanus,DE,eBird,NA
Mimus polyglottos,DE,eBird,NA
Sialia sialis,DE,eBird,NA
Myadestes townsendi,DE,eBird,NA
Ixoreus naevius,DE,eBird,NA
Catharus fuscescens,DE,eBird,NA
Catharus minimus,DE,eBird,NA
Catharus bicknelli,DE,eBird,NA
Catharus ustulatus,DE,eBird,NA
Catharus guttatus,DE,eBird,NA
Hylocichla mustelina,DE,eBird,NA
Turdus pilaris,DE,eBird,NA
Turdus migratorius,DE,eBird,NA
Oenanthe oenanthe,DE,eBird,NA
Bombycilla cedrorum,DE,eBird,NA
Passer domesticus,DE,eBird,NA
Anthus rubescens,DE,eBird,NA
Hesperiphona vespertina,DE,eBird,NA
Pinicola enucleator,DE,eBird,NA
Haemorhous mexicanus,DE,eBird,NA
Haemorhous purpureus,DE,eBird,NA
Crithagra mozambica,DE,eBird,NA
Acanthis flammea,DE,eBird,NA
Loxia curvirostra,DE,eBird,NA
Loxia leucoptera,DE,eBird,NA
Carduelis carduelis,DE,eBird,NA
Spinus pinus,DE,eBird,NA
Spinus psaltria,DE,eBird,NA
Spinus tristis,DE,eBird,NA
Calcarius lapponicus,DE,eBird,NA
Plectrophenax nivalis,DE,eBird,NA
Ammodramus savannarum,DE,eBird,NA
Spizella passerina,DE,eBird,NA
Spizella pallida,DE,eBird,NA
Spizella pusilla,DE,eBird,NA
Chondestes grammacus,DE,eBird,NA
Calamospiza melanocorys,DE,eBird,NA
Spizelloides arborea,DE,eBird,NA
Passerella iliaca,DE,eBird,NA
Junco hyemalis,DE,eBird,NA
Zonotrichia leucophrys,DE,eBird,NA
Zonotrichia querula,DE,eBird,NA
Zonotrichia albicollis,DE,eBird,NA
Pooecetes gramineus,DE,eBird,NA
Ammospiza leconteii,DE,eBird,NA
Ammospiza maritima,DE,eBird,NA
Ammospiza nelsoni,DE,eBird,NA
Ammospiza caudacuta,DE,eBird,NA
Passerculus sandwichensis,DE,eBird,NA
Centronyx henslowii,DE,eBird,NA
Melospiza melodia,DE,eBird,NA
Melospiza lincolnii,DE,eBird,NA
Melospiza georgiana,DE,eBird,NA
Pipilo chlorurus,DE,eBird,NA
Pipilo maculatus,DE,eBird,NA
Pipilo erythrophthalmus,DE,eBird,NA
Icteria virens,DE,eBird,NA
Xanthocephalus xanthocephalus,DE,eBird,NA
Dolichonyx oryzivorus,DE,eBird,NA
Sturnella magna,DE,eBird,NA
Icterus spurius,DE,eBird,NA
Icterus galbula,DE,eBird,NA
Agelaius phoeniceus,DE,eBird,NA
Molothrus ater,DE,eBird,NA
Euphagus carolinus,DE,eBird,NA
Euphagus cyanocephalus,DE,eBird,NA
Quiscalus quiscula,DE,eBird,NA
Quiscalus major,DE,eBird,NA
Seiurus aurocapilla,DE,eBird,NA
Helmitheros vermivorum,DE,eBird,NA
Parkesia motacilla,DE,eBird,NA
Parkesia noveboracensis,DE,eBird,NA
Vermivora chrysoptera,DE,eBird,NA
Vermivora cyanoptera,DE,eBird,NA
Mniotilta varia,DE,eBird,NA
Protonotaria citrea,DE,eBird,NA
Limnothlypis swainsonii,DE,eBird,NA
Leiothlypis peregrina,DE,eBird,NA
Leiothlypis celata,DE,eBird,NA
Leiothlypis ruficapilla,DE,eBird,NA
Oporornis agilis,DE,eBird,NA
Geothlypis philadelphia,DE,eBird,NA
Geothlypis formosa,DE,eBird,NA
Geothlypis trichas,DE,eBird,NA
Setophaga citrina,DE,eBird,NA
Setophaga ruticilla,DE,eBird,NA
Setophaga tigrina,DE,eBird,NA
Setophaga cerulea,DE,eBird,NA
Setophaga americana,DE,eBird,NA
Setophaga magnolia,DE,eBird,NA
Setophaga castanea,DE,eBird,NA
Setophaga fusca,DE,eBird,NA
Setophaga aestiva,DE,eBird,NA
Setophaga pensylvanica,DE,eBird,NA
Setophaga striata,DE,eBird,NA
Setophaga caerulescens,DE,eBird,NA
Setophaga palmarum,DE,eBird,NA
Setophaga pinus,DE,eBird,NA
Setophaga coronata,DE,eBird,NA
Setophaga dominica,DE,eBird,NA
Setophaga discolor,DE,eBird,NA
Setophaga nigrescens,DE,eBird,NA
Setophaga townsendi,DE,eBird,NA
Setophaga virens,DE,eBird,NA
Cardellina canadensis,DE,eBird,NA
Cardellina pusilla,DE,eBird,NA
Piranga rubra,DE,eBird,NA
Piranga olivacea,DE,eBird,NA
Piranga ludoviciana,DE,eBird,NA
Cardinalis cardinalis,DE,eBird,NA
Pheucticus ludovicianus,DE,eBird,NA
Pheucticus melanocephalus,DE,eBird,NA
Passerina caerulea,DE,eBird,NA
Passerina amoena,DE,eBird,NA
Passerina cyanea,DE,eBird,NA
Passerina ciris,DE,eBird,NA
Spiza americana,DE,eBird,NA
Dendrocygna autumnalis,DC,eBird,NA
Anser caerulescens,DC,eBird,NA
Anser rossii,DC,eBird,NA
Anser anser,DC,eBird,NA
Anser albifrons,DC,eBird,NA
Branta bernicla,DC,eBird,NA
Branta leucopsis,DC,eBird,NA
Branta hutchinsii,DC,eBird,NA
Branta canadensis,DC,eBird,NA
Cygnus olor,DC,eBird,NA
Cygnus atratus,DC,eBird,NA
Cygnus buccinator,DC,eBird,NA
Cygnus columbianus,DC,eBird,NA
Alopochen aegyptiaca,DC,eBird,NA
Cairina moschata,DC,eBird,NA
Aix sponsa,DC,eBird,NA
Spatula discors,DC,eBird,NA
Spatula clypeata,DC,eBird,NA
Mareca strepera,DC,eBird,NA
Mareca americana,DC,eBird,NA
Anas platyrhynchos,DC,eBird,NA
Anas rubripes,DC,eBird,NA
Anas acuta,DC,eBird,NA
Anas crecca,DC,eBird,NA
Aythya valisineria,DC,eBird,NA
Aythya americana,DC,eBird,NA
Aythya collaris,DC,eBird,NA
Aythya fuligula,DC,eBird,NA
Aythya marila,DC,eBird,NA
Aythya affinis,DC,eBird,NA
Melanitta perspicillata,DC,eBird,NA
Melanitta deglandi,DC,eBird,NA
Melanitta americana,DC,eBird,NA
Clangula hyemalis,DC,eBird,NA
Bucephala albeola,DC,eBird,NA
Bucephala clangula,DC,eBird,NA
Lophodytes cucullatus,DC,eBird,NA
Mergus merganser,DC,eBird,NA
Mergus serrator,DC,eBird,NA
Oxyura jamaicensis,DC,eBird,NA
Colinus virginianus,DC,eBird,NA
Meleagris gallopavo,DC,eBird,NA
Columba livia,DC,eBird,NA
Columbina passerina,DC,eBird,NA
Zenaida asiatica,DC,eBird,NA
Zenaida macroura,DC,eBird,NA
Coccyzus americanus,DC,eBird,NA
Coccyzus erythropthalmus,DC,eBird,NA
Chordeiles minor,DC,eBird,NA
Antrostomus carolinensis,DC,eBird,NA
Antrostomus vociferus,DC,eBird,NA
Chaetura pelagica,DC,eBird,NA
Archilochus colubris,DC,eBird,NA
Archilochus alexandri,DC,eBird,NA
Selasphorus rufus,DC,eBird,NA
Rallus elegans,DC,eBird,NA
Rallus crepitans,DC,eBird,NA
Rallus limicola,DC,eBird,NA
Porzana carolina,DC,eBird,NA
Gallinula galeata,DC,eBird,NA
Fulica americana,DC,eBird,NA
Coturnicops noveboracensis,DC,eBird,NA
Laterallus jamaicensis,DC,eBird,NA
Antigone canadensis,DC,eBird,NA
Himantopus mexicanus,DC,eBird,NA
Recurvirostra americana,DC,eBird,NA
Pluvialis squatarola,DC,eBird,NA
Pluvialis dominica,DC,eBird,NA
Charadrius vociferus,DC,eBird,NA
Charadrius semipalmatus,DC,eBird,NA
Charadrius melodus,DC,eBird,NA
Bartramia longicauda,DC,eBird,NA
Numenius hudsonicus,DC,eBird,NA
Limosa haemastica,DC,eBird,NA
Limnodromus griseus,DC,eBird,NA
Limnodromus scolopaceus,DC,eBird,NA
Scolopax minor,DC,eBird,NA
Gallinago delicata,DC,eBird,NA
Phalaropus tricolor,DC,eBird,NA
Phalaropus fulicarius,DC,eBird,NA
Phalaropus lobatus,DC,eBird,NA
Actitis macularius,DC,eBird,NA
Tringa solitaria,DC,eBird,NA
Tringa flavipes,DC,eBird,NA
Tringa semipalmata,DC,eBird,NA
Tringa melanoleuca,DC,eBird,NA
Arenaria interpres,DC,eBird,NA
Calidris canutus,DC,eBird,NA
Calidris pugnax,DC,eBird,NA
Calidris himantopus,DC,eBird,NA
Calidris subruficollis,DC,eBird,NA
Calidris alba,DC,eBird,NA
Calidris alpina,DC,eBird,NA
Calidris bairdii,DC,eBird,NA
Calidris fuscicollis,DC,eBird,NA
Calidris minutilla,DC,eBird,NA
Calidris melanotos,DC,eBird,NA
Calidris mauri,DC,eBird,NA
Calidris pusilla,DC,eBird,NA
Stercorarius longicaudus,DC,eBird,NA
Stercorarius parasiticus,DC,eBird,NA
Hydrocoloeus minutus,DC,eBird,NA
Xema sabini,DC,eBird,NA
Chroicocephalus philadelphia,DC,eBird,NA
Chroicocephalus ridibundus,DC,eBird,NA
Leucophaeus atricilla,DC,eBird,NA
Leucophaeus pipixcan,DC,eBird,NA
Larus delawarensis,DC,eBird,NA
Larus smithsonianus,DC,eBird,NA
Larus michahellis,DC,eBird,NA
Larus marinus,DC,eBird,NA
Larus hyperboreus,DC,eBird,NA
Larus fuscus,DC,eBird,NA
Larus californicus,DC,eBird,NA
Larus glaucoides,DC,eBird,NA
Rynchops niger,DC,eBird,NA
Onychoprion fuscatus,DC,eBird,NA
Sternula antillarum,DC,eBird,NA
Gelochelidon nilotica,DC,eBird,NA
Hydroprogne caspia,DC,eBird,NA
Chlidonias niger,DC,eBird,NA
Sterna forsteri,DC,eBird,NA
Sterna paradisaea,DC,eBird,NA
Sterna hirundo,DC,eBird,NA
Sterna dougallii,DC,eBird,NA
Thalasseus maximus,DC,eBird,NA
Podilymbus podiceps,DC,eBird,NA
Podiceps auritus,DC,eBird,NA
Podiceps grisegena,DC,eBird,NA
Podiceps nigricollis,DC,eBird,NA
Gavia stellata,DC,eBird,NA
Gavia pacifica,DC,eBird,NA
Gavia immer,DC,eBird,NA
Hydrobates castro,DC,eBird,NA
Anhinga anhinga,DC,eBird,NA
Phalacrocorax carbo,DC,eBird,NA
Nannopterum auritum,DC,eBird,NA
Eudocimus albus,DC,eBird,NA
Plegadis falcinellus,DC,eBird,NA
Platalea ajaja,DC,eBird,NA
Botaurus lentiginosus,DC,eBird,NA
Botaurus exilis,DC,eBird,NA
Nyctanassa violacea,DC,eBird,NA
Nycticorax nycticorax,DC,eBird,NA
Egretta caerulea,DC,eBird,NA
Egretta tricolor,DC,eBird,NA
Egretta thula,DC,eBird,NA
Butorides virescens,DC,eBird,NA
Ardea ibis,DC,eBird,NA
Ardea alba,DC,eBird,NA
Ardea herodias,DC,eBird,NA
Pelecanus erythrorhynchos,DC,eBird,NA
Pelecanus occidentalis,DC,eBird,NA
Coragyps atratus,DC,eBird,NA
Cathartes aura,DC,eBird,NA
Pandion haliaetus,DC,eBird,NA
Elanoides forficatus,DC,eBird,NA
Aquila chrysaetos,DC,eBird,NA
Accipiter striatus,DC,eBird,NA
Astur cooperii,DC,eBird,NA
Astur atricapillus,DC,eBird,NA
Circus hudsonius,DC,eBird,NA
Haliaeetus leucocephalus,DC,eBird,NA
Ictinia mississippiensis,DC,eBird,NA
Buteo platypterus,DC,eBird,NA
Buteo lineatus,DC,eBird,NA
Buteo jamaicensis,DC,eBird,NA
Buteo lagopus,DC,eBird,NA
Tyto furcata,DC,eBird,NA
Megascops asio,DC,eBird,NA
Bubo scandiacus,DC,eBird,NA
Bubo virginianus,DC,eBird,NA
Strix varia,DC,eBird,NA
Asio otus,DC,eBird,NA
Asio flammeus,DC,eBird,NA
Aegolius acadicus,DC,eBird,NA
Megaceryle alcyon,DC,eBird,NA
Sphyrapicus varius,DC,eBird,NA
Melanerpes erythrocephalus,DC,eBird,NA
Melanerpes carolinus,DC,eBird,NA
Dryobates pubescens,DC,eBird,NA
Leuconotopicus villosus,DC,eBird,NA
Dryocopus pileatus,DC,eBird,NA
Colaptes auratus,DC,eBird,NA
Falco sparverius,DC,eBird,NA
Falco columbarius,DC,eBird,NA
Falco peregrinus,DC,eBird,NA
Falco mexicanus,DC,eBird,NA
Nymphicus hollandicus,DC,eBird,NA
Melopsittacus undulatus,DC,eBird,NA
Myiopsitta monachus,DC,eBird,NA
Contopus cooperi,DC,eBird,NA
Contopus virens,DC,eBird,NA
Empidonax flaviventris,DC,eBird,NA
Empidonax virescens,DC,eBird,NA
Empidonax alnorum,DC,eBird,NA
Empidonax traillii,DC,eBird,NA
Empidonax minimus,DC,eBird,NA
Sayornis phoebe,DC,eBird,NA
Sayornis saya,DC,eBird,NA
Myiarchus cinerascens,DC,eBird,NA
Myiarchus crinitus,DC,eBird,NA
Tyrannus verticalis,DC,eBird,NA
Tyrannus tyrannus,DC,eBird,NA
Tyrannus forficatus,DC,eBird,NA
Vireo griseus,DC,eBird,NA
Vireo bellii,DC,eBird,NA
Vireo flavifrons,DC,eBird,NA
Vireo solitarius,DC,eBird,NA
Vireo philadelphicus,DC,eBird,NA
Vireo gilvus,DC,eBird,NA
Vireo olivaceus,DC,eBird,NA
Lanius ludovicianus,DC,eBird,NA
Cyanocitta cristata,DC,eBird,NA
Corvus brachyrhynchos,DC,eBird,NA
Corvus ossifragus,DC,eBird,NA
Corvus corax,DC,eBird,NA
Poecile carolinensis,DC,eBird,NA
Poecile atricapillus,DC,eBird,NA
Baeolophus bicolor,DC,eBird,NA
Eremophila alpestris,DC,eBird,NA
Riparia riparia,DC,eBird,NA
Tachycineta bicolor,DC,eBird,NA
Progne subis,DC,eBird,NA
Stelgidopteryx serripennis,DC,eBird,NA
Hirundo rustica,DC,eBird,NA
Petrochelidon pyrrhonota,DC,eBird,NA
Petrochelidon fulva,DC,eBird,NA
Corthylio calendula,DC,eBird,NA
Regulus satrapa,DC,eBird,NA
Sitta carolinensis,DC,eBird,NA
Sitta canadensis,DC,eBird,NA
Certhia americana,DC,eBird,NA
Polioptila caerulea,DC,eBird,NA
Troglodytes aedon,DC,eBird,NA
Troglodytes hiemalis,DC,eBird,NA
Cistothorus stellaris,DC,eBird,NA
Cistothorus palustris,DC,eBird,NA
Thryothorus ludovicianus,DC,eBird,NA
Sturnus vulgaris,DC,eBird,NA
Dumetella carolinensis,DC,eBird,NA
Toxostoma rufum,DC,eBird,NA
Mimus polyglottos,DC,eBird,NA
Sialia sialis,DC,eBird,NA
Catharus fuscescens,DC,eBird,NA
Catharus minimus,DC,eBird,NA
Catharus bicknelli,DC,eBird,NA
Catharus ustulatus,DC,eBird,NA
Catharus guttatus,DC,eBird,NA
Hylocichla mustelina,DC,eBird,NA
Turdus migratorius,DC,eBird,NA
Bombycilla cedrorum,DC,eBird,NA
Passer domesticus,DC,eBird,NA
Anthus rubescens,DC,eBird,NA
Hesperiphona vespertina,DC,eBird,NA
Haemorhous mexicanus,DC,eBird,NA
Haemorhous purpureus,DC,eBird,NA
Acanthis flammea,DC,eBird,NA
Loxia curvirostra,DC,eBird,NA
Loxia leucoptera,DC,eBird,NA
Spinus pinus,DC,eBird,NA
Spinus tristis,DC,eBird,NA
Calcarius lapponicus,DC,eBird,NA
Plectrophenax nivalis,DC,eBird,NA
Ammodramus savannarum,DC,eBird,NA
Spizella passerina,DC,eBird,NA
Spizella pallida,DC,eBird,NA
Spizella pusilla,DC,eBird,NA
Chondestes grammacus,DC,eBird,NA
Spizelloides arborea,DC,eBird,NA
Passerella iliaca,DC,eBird,NA
Junco hyemalis,DC,eBird,NA
Zonotrichia leucophrys,DC,eBird,NA
Zonotrichia albicollis,DC,eBird,NA
Pooecetes gramineus,DC,eBird,NA
Ammospiza maritima,DC,eBird,NA
Ammospiza nelsoni,DC,eBird,NA
Passerculus sandwichensis,DC,eBird,NA
Centronyx henslowii,DC,eBird,NA
Melospiza melodia,DC,eBird,NA
Melospiza lincolnii,DC,eBird,NA
Melospiza georgiana,DC,eBird,NA
Pipilo chlorurus,DC,eBird,NA
Pipilo erythrophthalmus,DC,eBird,NA
Icteria virens,DC,eBird,NA
Xanthocephalus xanthocephalus,DC,eBird,NA
Dolichonyx oryzivorus,DC,eBird,NA
Sturnella magna,DC,eBird,NA
Icterus spurius,DC,eBird,NA
Icterus galbula,DC,eBird,NA
Agelaius phoeniceus,DC,eBird,NA
Molothrus ater,DC,eBird,NA
Euphagus carolinus,DC,eBird,NA
Quiscalus quiscula,DC,eBird,NA
Seiurus aurocapilla,DC,eBird,NA
Helmitheros vermivorum,DC,eBird,NA
Parkesia motacilla,DC,eBird,NA
Parkesia noveboracensis,DC,eBird,NA
Vermivora chrysoptera,DC,eBird,NA
Vermivora cyanoptera,DC,eBird,NA
Mniotilta varia,DC,eBird,NA
Protonotaria citrea,DC,eBird,NA
Leiothlypis peregrina,DC,eBird,NA
Leiothlypis celata,DC,eBird,NA
Leiothlypis ruficapilla,DC,eBird,NA
Oporornis agilis,DC,eBird,NA
Geothlypis tolmiei,DC,eBird,NA
Geothlypis philadelphia,DC,eBird,NA
Geothlypis formosa,DC,eBird,NA
Geothlypis trichas,DC,eBird,NA
Setophaga citrina,DC,eBird,NA
Setophaga ruticilla,DC,eBird,NA
Setophaga tigrina,DC,eBird,NA
Setophaga cerulea,DC,eBird,NA
Setophaga americana,DC,eBird,NA
Setophaga magnolia,DC,eBird,NA
Setophaga castanea,DC,eBird,NA
Setophaga fusca,DC,eBird,NA
Setophaga aestiva,DC,eBird,NA
Setophaga pensylvanica,DC,eBird,NA
Setophaga striata,DC,eBird,NA
Setophaga caerulescens,DC,eBird,NA
Setophaga palmarum,DC,eBird,NA
Setophaga pinus,DC,eBird,NA
Setophaga coronata,DC,eBird,NA
Setophaga dominica,DC,eBird,NA
Setophaga discolor,DC,eBird,NA
Setophaga nigrescens,DC,eBird,NA
Setophaga virens,DC,eBird,NA
Cardellina canadensis,DC,eBird,NA
Cardellina pusilla,DC,eBird,NA
Piranga rubra,DC,eBird,NA
Piranga olivacea,DC,eBird,NA
Piranga ludoviciana,DC,eBird,NA
Cardinalis cardinalis,DC,eBird,NA
Pheucticus ludovicianus,DC,eBird,NA
Passerina caerulea,DC,eBird,NA
Passerina cyanea,DC,eBird,NA
Passerina ciris,DC,eBird,NA
Spiza americana,DC,eBird,NA
Anseranas semipalmata,FL,eBird,NA
Dendrocygna eytoni,FL,eBird,NA
Dendrocygna viduata,FL,eBird,NA
Dendrocygna autumnalis,FL,eBird,NA
Dendrocygna arborea,FL,eBird,NA
Dendrocygna bicolor,FL,eBird,NA
Anser indicus,FL,eBird,NA
Anser caerulescens,FL,eBird,NA
Anser rossii,FL,eBird,NA
Anser anser,FL,eBird,NA
Anser cygnoides,FL,eBird,NA
Anser albifrons,FL,eBird,NA
Branta bernicla,FL,eBird,NA
Branta leucopsis,FL,eBird,NA
Branta hutchinsii,FL,eBird,NA
Branta canadensis,FL,eBird,NA
Branta sandvicensis,FL,eBird,NA
Cyanochen cyanoptera,FL,eBird,NA
Cygnus olor,FL,eBird,NA
Cygnus atratus,FL,eBird,NA
Cygnus melancoryphus,FL,eBird,NA
Cygnus buccinator,FL,eBird,NA
Cygnus columbianus,FL,eBird,NA
Cygnus cygnus,FL,eBird,NA
Coscoroba coscoroba,FL,eBird,NA
Oressochen jubatus,FL,eBird,NA
Radjah radjah,FL,eBird,NA
Alopochen aegyptiaca,FL,eBird,NA
Tadorna ferruginea,FL,eBird,NA
Tadorna cana,FL,eBird,NA
Tadorna tadorna,FL,eBird,NA
Cairina moschata,FL,eBird,NA
Callonetta leucophrys,FL,eBird,NA
Aix sponsa,FL,eBird,NA
Aix galericulata,FL,eBird,NA
Spatula hottentota,FL,eBird,NA
Spatula discors,FL,eBird,NA
Spatula cyanoptera,FL,eBird,NA
Spatula clypeata,FL,eBird,NA
Mareca strepera,FL,eBird,NA
Mareca penelope,FL,eBird,NA
Mareca americana,FL,eBird,NA
Mareca sibilatrix,FL,eBird,NA
Anas platyrhynchos,FL,eBird,NA
Anas rubripes,FL,eBird,NA
Anas fulvigula,FL,eBird,NA
Anas bahamensis,FL,eBird,NA
Anas acuta,FL,eBird,NA
Anas crecca,FL,eBird,NA
Anas castanea,FL,eBird,NA
Netta rufina,FL,eBird,NA
Netta peposaca,FL,eBird,NA
Aythya valisineria,FL,eBird,NA
Aythya americana,FL,eBird,NA
Aythya ferina,FL,eBird,NA
Aythya collaris,FL,eBird,NA
Aythya marila,FL,eBird,NA
Aythya affinis,FL,eBird,NA
Somateria spectabilis,FL,eBird,NA
Somateria mollissima,FL,eBird,NA
Histrionicus histrionicus,FL,eBird,NA
Melanitta perspicillata,FL,eBird,NA
Melanitta deglandi,FL,eBird,NA
Melanitta americana,FL,eBird,NA
Clangula hyemalis,FL,eBird,NA
Bucephala albeola,FL,eBird,NA
Bucephala clangula,FL,eBird,NA
Lophodytes cucullatus,FL,eBird,NA
Mergus merganser,FL,eBird,NA
Mergus serrator,FL,eBird,NA
Nomonyx dominicus,FL,eBird,NA
Oxyura jamaicensis,FL,eBird,NA
Numida meleagris,FL,eBird,NA
Colinus virginianus,FL,eBird,NA
Callipepla californica,FL,eBird,NA
Callipepla gambelii,FL,eBird,NA
Meleagris gallopavo,FL,eBird,NA
Perdix perdix,FL,eBird,NA
Chrysolophus pictus,FL,eBird,NA
Phasianus colchicus,FL,eBird,NA
Phasianus versicolor,FL,eBird,NA
Pavo cristatus,FL,eBird,NA
Pavo muticus,FL,eBird,NA
Gallus gallus,FL,eBird,NA
Coturnix japonica,FL,eBird,NA
Alectoris rufa,FL,eBird,NA
Alectoris chukar,FL,eBird,NA
Columba livia,FL,eBird,NA
Columba guinea,FL,eBird,NA
Patagioenas squamosa,FL,eBird,NA
Patagioenas leucocephala,FL,eBird,NA
Patagioenas fasciata,FL,eBird,NA
Ectopistes migratorius,FL,eBird,NA
Streptopelia turtur,FL,eBird,NA
Streptopelia decaocto,FL,eBird,NA
Streptopelia roseogrisea,FL,eBird,NA
Geopelia cuneata,FL,eBird,NA
Columbina inca,FL,eBird,NA
Columbina passerina,FL,eBird,NA
Geotrygon montana,FL,eBird,NA
Geotrygon chrysia,FL,eBird,NA
Leptotila verreauxi,FL,eBird,NA
Zenaida asiatica,FL,eBird,NA
Zenaida aurita,FL,eBird,NA
Zenaida macroura,FL,eBird,NA
Menelikornis leucotis,FL,eBird,NA
Crotophaga ani,FL,eBird,NA
Crotophaga sulcirostris,FL,eBird,NA
Coccyzus melacoryphus,FL,eBird,NA
Coccyzus americanus,FL,eBird,NA
Coccyzus minor,FL,eBird,NA
Coccyzus erythropthalmus,FL,eBird,NA
Chordeiles acutipennis,FL,eBird,NA
Chordeiles minor,FL,eBird,NA
Chordeiles gundlachii,FL,eBird,NA
Antrostomus carolinensis,FL,eBird,NA
Antrostomus vociferus,FL,eBird,NA
Cypseloides niger,FL,eBird,NA
Streptoprocne zonaris,FL,eBird,NA
Chaetura pelagica,FL,eBird,NA
Chaetura vauxi,FL,eBird,NA
Aeronautes saxatalis,FL,eBird,NA
Tachornis phoenicobia,FL,eBird,NA
Archilochus colubris,FL,eBird,NA
Archilochus alexandri,FL,eBird,NA
Nesophlox evelynae,FL,eBird,NA
Calypte anna,FL,eBird,NA
Calypte costae,FL,eBird,NA
Selasphorus calliope,FL,eBird,NA
Selasphorus rufus,FL,eBird,NA
Selasphorus sasin,FL,eBird,NA
Selasphorus platycercus,FL,eBird,NA
Cynanthus latirostris,FL,eBird,NA
Basilinna leucotis,FL,eBird,NA
Amazilia yucatanensis,FL,eBird,NA
Rallus elegans,FL,eBird,NA
Rallus crepitans,FL,eBird,NA
Rallus limicola,FL,eBird,NA
Aramides ypecaha,FL,eBird,NA
Porzana carolina,FL,eBird,NA
Gallinula galeata,FL,eBird,NA
Fulica americana,FL,eBird,NA
Porphyrio martinica,FL,eBird,NA
Porphyrio poliocephalus,FL,eBird,NA
Coturnicops noveboracensis,FL,eBird,NA
Laterallus jamaicensis,FL,eBird,NA
Aramus guarauna,FL,eBird,NA
Balearica regulorum,FL,eBird,NA
Antigone canadensis,FL,eBird,NA
Grus americana,FL,eBird,NA
Himantopus mexicanus,FL,eBird,NA
Recurvirostra americana,FL,eBird,NA
Haematopus palliatus,FL,eBird,NA
Pluvialis squatarola,FL,eBird,NA
Pluvialis dominica,FL,eBird,NA
Pluvialis fulva,FL,eBird,NA
Charadrius vociferus,FL,eBird,NA
Charadrius semipalmatus,FL,eBird,NA
Charadrius melodus,FL,eBird,NA
Vanellus vanellus,FL,eBird,NA
Vanellus chilensis,FL,eBird,NA
Anarhynchus mongolus,FL,eBird,NA
Anarhynchus leschenaultii,FL,eBird,NA
Anarhynchus wilsonia,FL,eBird,NA
Anarhynchus montanus,FL,eBird,NA
Anarhynchus nivosus,FL,eBird,NA
Bartramia longicauda,FL,eBird,NA
Numenius hudsonicus,FL,eBird,NA
Numenius phaeopus,FL,eBird,NA
Numenius americanus,FL,eBird,NA
Limosa lapponica,FL,eBird,NA
Limosa limosa,FL,eBird,NA
Limosa haemastica,FL,eBird,NA
Limosa fedoa,FL,eBird,NA
Limnodromus griseus,FL,eBird,NA
Limnodromus scolopaceus,FL,eBird,NA
Scolopax minor,FL,eBird,NA
Gallinago delicata,FL,eBird,NA
Phalaropus tricolor,FL,eBird,NA
Phalaropus fulicarius,FL,eBird,NA
Phalaropus lobatus,FL,eBird,NA
Actitis macularius,FL,eBird,NA
Tringa solitaria,FL,eBird,NA
Tringa brevipes,FL,eBird,NA
Tringa flavipes,FL,eBird,NA
Tringa semipalmata,FL,eBird,NA
Tringa nebularia,FL,eBird,NA
Tringa melanoleuca,FL,eBird,NA
Arenaria interpres,FL,eBird,NA
Calidris canutus,FL,eBird,NA
Calidris virgata,FL,eBird,NA
Calidris pugnax,FL,eBird,NA
Calidris acuminata,FL,eBird,NA
Calidris ferruginea,FL,eBird,NA
Calidris himantopus,FL,eBird,NA
Calidris ruficollis,FL,eBird,NA
Calidris subruficollis,FL,eBird,NA
Calidris alba,FL,eBird,NA
Calidris alpina,FL,eBird,NA
Calidris maritima,FL,eBird,NA
Calidris bairdii,FL,eBird,NA
Calidris fuscicollis,FL,eBird,NA
Calidris minutilla,FL,eBird,NA
Calidris melanotos,FL,eBird,NA
Calidris mauri,FL,eBird,NA
Calidris pusilla,FL,eBird,NA
Stercorarius longicaudus,FL,eBird,NA
Stercorarius parasiticus,FL,eBird,NA
Stercorarius pomarinus,FL,eBird,NA
Stercorarius maccormicki,FL,eBird,NA
Fratercula arctica,FL,eBird,NA
Brachyramphus perdix,FL,eBird,NA
Cepphus grylle,FL,eBird,NA
Alca torda,FL,eBird,NA
Alle alle,FL,eBird,NA
Uria lomvia,FL,eBird,NA
Uria aalge,FL,eBird,NA
Synthliboramphus antiquus,FL,eBird,NA
Hydrocoloeus minutus,FL,eBird,NA
Rissa tridactyla,FL,eBird,NA
Xema sabini,FL,eBird,NA
Chroicocephalus philadelphia,FL,eBird,NA
Chroicocephalus ridibundus,FL,eBird,NA
Chroicocephalus cirrocephalus,FL,eBird,NA
Leucophaeus modestus,FL,eBird,NA
Leucophaeus atricilla,FL,eBird,NA
Leucophaeus pipixcan,FL,eBird,NA
Larus belcheri,FL,eBird,NA
Larus crassirostris,FL,eBird,NA
Larus heermanni,FL,eBird,NA
Larus delawarensis,FL,eBird,NA
Larus dominicanus,FL,eBird,NA
Larus smithsonianus,FL,eBird,NA
Larus vegae,FL,eBird,NA
Larus argentatus,FL,eBird,NA
Larus michahellis,FL,eBird,NA
Larus marinus,FL,eBird,NA
Larus hyperboreus,FL,eBird,NA
Larus fuscus,FL,eBird,NA
Larus californicus,FL,eBird,NA
Larus glaucescens,FL,eBird,NA
Larus schistisagus,FL,eBird,NA
Larus glaucoides,FL,eBird,NA
Rynchops niger,FL,eBird,NA
Anous stolidus,FL,eBird,NA
Anous minutus,FL,eBird,NA
Onychoprion fuscatus,FL,eBird,NA
Onychoprion anaethetus,FL,eBird,NA
