scientific_name,state_code,native_status
Eleocharis tricostata,NJ,Native
Eleocharis tuberculosa,NJ,Native
Eriophorum gracile,NJ,Native
Eriophorum tenellum,NJ,Native
Eriophorum vaginatum,NJ,Native
Eriophorum virginicum,NJ,Native
Eriophorum viridicarinatum,NJ,Native
Fimbristylis autumnalis,NJ,Native
Fimbristylis caroliniana,NJ,Native
Fimbristylis castanea,NJ,Native
Fimbristylis puberula,NJ,Native
Fimbristylis vahlii,NJ,Native
Fuirena pumila,NJ,Native
Fuirena squarrosa,NJ,Native
Kyllinga brevifolia,NJ,Native
Kyllinga pumila,NJ,Native
Lipocarpha maculata,NJ,Native
Lipocarpha micrantha,NJ,Native
Rhynchospora alba,NJ,Native
Rhynchospora capillacea,NJ,Native
Rhynchospora capitellata,NJ,Native
Rhynchospora careyana,NJ,Native
Rhynchospora cephalantha,NJ,Native
Rhynchospora chalarocephala,NJ,Native
Rhynchospora filifolia,NJ,Native
Rhynchospora fusca,NJ,Native
Rhynchospora glomerata,NJ,Native
Rhynchospora gracilenta,NJ,Native
Rhynchospora inundata,NJ,Native
Rhynchospora knieskernii,NJ,Native
Rhynchospora macrostachya,NJ,Native
Rhynchospora microcephala,NJ,Native
Rhynchospora nitens,NJ,Native
Rhynchospora oligantha,NJ,Native
Rhynchospora pallida,NJ,Native
Rhynchospora rariflora,NJ,Native
Rhynchospora recognita,NJ,Native
Rhynchospora scirpoides,NJ,Native
Rhynchospora torreyana,NJ,Native
Schoenoplectiella purshiana,NJ,Native
Schoenoplectiella smithii,NJ,Native
Schoenoplectus acutus,NJ,Native
Schoenoplectus americanus,NJ,Native
Schoenoplectus ×contortus,NJ,Native
Schoenoplectus fluviatilis,NJ,Native
Schoenoplectus maritimus,NJ,Native
Schoenoplectus novae-angliae,NJ,Native
Schoenoplectus ×oblongus,NJ,Native
Schoenoplectus pungens,NJ,Native
Schoenoplectus robustus,NJ,Native
Schoenoplectus subterminalis,NJ,Native
Schoenoplectus tabernaemontani,NJ,Native
Schoenoplectus torreyi,NJ,Native
Scirpus atrocinctus,NJ,Native
Scirpus atrovirens,NJ,Native
Scirpus cyperinus,NJ,Native
Scirpus expansus,NJ,Native
Scirpus georgianus,NJ,Native
Scirpus hattorianus,NJ,Native
Scirpus longii,NJ,Native
Scirpus microcarpus,NJ,Native
Scirpus pallidus,NJ,Native
Scirpus pedicellatus,NJ,Native
Scirpus pendulus,NJ,Native
Scirpus polyphyllus,NJ,Native
Scleria minor,NJ,Native
Scleria muehlenbergii,NJ,Native
Scleria oligantha,NJ,Native
Scleria pauciflora,NJ,Native
Scleria reticularis,NJ,Native
Scleria triglomerata,NJ,Native
Scleria verticillata,NJ,Native
Trichophorum planifolium,NJ,Native
Cystopteris bulbifera,NJ,Native
Cystopteris protrusa,NJ,Native
Cystopteris tenuis,NJ,Native
Gymnocarpium dryopteris,NJ,Native
Dennstaedtia punctilobula,NJ,Native
Pteridium aquilinum,NJ,Native
Pyxidanthera barbulata,NJ,Native
Diervilla lonicera,NJ,Native
Dioscorea villosa,NJ,Native
Homalosorus pycnocarpos,NJ,Native
Dionaea muscipula,NJ,Native
Drosera filiformis,NJ,Native
Drosera ×hybrida,NJ,Native
Drosera intermedia,NJ,Native
Drosera rotundifolia,NJ,Native
Dryopteris ×benedictii,NJ,Native
Dryopteris ×boottii,NJ,Native
Dryopteris ×burgessii,NJ,Native
Dryopteris carthusiana,NJ,Native
Dryopteris celsa,NJ,Native
Dryopteris clintoniana,NJ,Native
Dryopteris cristata,NJ,Native
Dryopteris ×dowellii,NJ,Native
Dryopteris goldiana,NJ,Native
Dryopteris intermedia,NJ,Native
Dryopteris ×leedsii,NJ,Native
Dryopteris marginalis,NJ,Native
Dryopteris ×mickelii,NJ,Native
Dryopteris ×neowherryi,NJ,Native
Dryopteris ×pittsfordensis,NJ,Native
Dryopteris ×separabilis,NJ,Native
Dryopteris ×slossoniae,NJ,Native
Dryopteris ×triploidea,NJ,Native
Dryopteris ×uliginosa,NJ,Native
Polystichum acrostichoides,NJ,Native
Diospyros virginiana,NJ,Native
Elatine americana,NJ,Native
Elatine minima,NJ,Native
Equisetum arvense,NJ,Native
Equisetum ×ferrissii,NJ,Native
Equisetum fluviatile,NJ,Native
Equisetum hyemale,NJ,Native
Equisetum ×litorale,NJ,Native
Equisetum ×mackaii,NJ,Native
Equisetum pratense,NJ,Native
Equisetum sylvaticum,NJ,Native
Equisetum variegatum,NJ,Native
Andromeda polifolia,NJ,Native
Arctostaphylos uva-ursi,NJ,Native
Chamaedaphne calyculata,NJ,Native
Chimaphila maculata,NJ,Native
Chimaphila umbellata,NJ,Native
Corema conradii,NJ,Native
Epigaea repens,NJ,Native
Eubotrys racemosa,NJ,Native
Gaultheria hispidula,NJ,Native
Gaultheria procumbens,NJ,Native
Gaylussacia baccata,NJ,Native
Gaylussacia bigeloviana,NJ,Native
Gaylussacia dumosa,NJ,Native
Gaylussacia frondosa,NJ,Native
Hypopitys monotropa,NJ,Native
Kalmia angustifolia,NJ,Native
Kalmia buxifolia,NJ,Native
Kalmia latifolia,NJ,Native
Kalmia polifolia,NJ,Native
Leucothoe fontanesiana,NJ,Native
Lyonia ligustrina,NJ,Native
Lyonia mariana,NJ,Native
Monotropa uniflora,NJ,Native
Orthilia secunda,NJ,Native
Pyrola americana,NJ,Native
Pyrola chlorantha,NJ,Native
Pyrola elliptica,NJ,Native
Rhododendron atlanticum,NJ,Native
Rhododendron canadense,NJ,Native
Rhododendron groenlandicum,NJ,Native
Rhododendron maximum,NJ,Native
Rhododendron periclymenoides,NJ,Native
Rhododendron prinophyllum,NJ,Native
Rhododendron viscosum,NJ,Native
Vaccinium angustifolium,NJ,Native
Vaccinium caesariense,NJ,Native
Vaccinium corymbosum,NJ,Native
Vaccinium formosum,NJ,Native
Vaccinium fuscatum,NJ,Native
Vaccinium macrocarpon,NJ,Native
Vaccinium oxycoccos,NJ,Native
Vaccinium pallidum,NJ,Native
Vaccinium stamineum,NJ,Native
Eriocaulon aquaticum,NJ,Native
Eriocaulon compressum,NJ,Native
Eriocaulon decangulare,NJ,Native
Eriocaulon parkeri,NJ,Native
Acalypha gracilens,NJ,Native
Acalypha ostryifolia,NJ,Native
Acalypha poiretii,NJ,Native
Acalypha rhomboidea,NJ,Native
Acalypha virginica,NJ,Native
Croton capitatus,NJ,Native
Croton glandulosus,NJ,Native
Croton michauxii,NJ,Native
Euphorbia corollata,NJ,Native
Euphorbia humistrata,NJ,Native
Euphorbia ipecacuanhae,NJ,Native
Euphorbia maculata,NJ,Native
Euphorbia marginata,NJ,Native
Euphorbia nutans,NJ,Native
Euphorbia polygonifolia,NJ,Native
Euphorbia purpurea,NJ,Native
Euphorbia serpens,NJ,Native
Euphorbia vermiculata,NJ,Native
Aeschynomene virginica,NJ,Native
Amorpha fruticosa,NJ,Native
Amphicarpaea bracteata,NJ,Native
Apios americana,NJ,Native
Astragalus canadensis,NJ,Native
Baptisia australis,NJ,Native
Baptisia bracteata,NJ,Native
Baptisia tinctoria,NJ,Native
Centrosema virginianum,NJ,Native
Cercis canadensis,NJ,Native
Chamaecrista fasciculata,NJ,Native
Chamaecrista nictitans,NJ,Native
Clitoria mariana,NJ,Native
Crotalaria sagittalis,NJ,Native
Desmodium canadense,NJ,Native
Desmodium canescens,NJ,Native
Desmodium ciliare,NJ,Native
Desmodium cuspidatum,NJ,Native
Desmodium ×humifusum,NJ,Native
Desmodium laevigatum,NJ,Native
Desmodium marilandicum,NJ,Native
Desmodium nuttallii,NJ,Native
Desmodium obtusum,NJ,Native
Desmodium ochroleucum,NJ,Native
Desmodium paniculatum,NJ,Native
Desmodium perplexum,NJ,Native
Desmodium rotundifolium,NJ,Native
Desmodium sessilifolium,NJ,Native
Desmodium strictum,NJ,Native
Desmodium viridiflorum,NJ,Native
Galactia regularis,NJ,Native
Galactia volubilis,NJ,Native
Gleditsia triacanthos,NJ,Native
Gymnocladus dioicus,NJ,Native
Hylodesmum glutinosum,NJ,Native
Hylodesmum nudiflorum,NJ,Native
Hylodesmum pauciflorum,NJ,Native
Lathyrus japonicus,NJ,Native
Lathyrus ochroleucus,NJ,Native
Lathyrus palustris,NJ,Native
Lathyrus venosus,NJ,Native
Lespedeza angustifolia,NJ,Native
Lespedeza ×brittonii,NJ,Native
Lespedeza capitata,NJ,Native
Lespedeza frutescens,NJ,Native
Lespedeza hirta,NJ,Native
Lespedeza ×longifolia,NJ,Native
Lespedeza ×nuttallii,NJ,Native
Lespedeza ×oblongifolia,NJ,Native
Lespedeza procumbens,NJ,Native
Lespedeza repens,NJ,Native
Lespedeza ×simulata,NJ,Native
Lespedeza stuevei,NJ,Native
Lespedeza violacea,NJ,Native
Lespedeza virginica,NJ,Native
Lupinus perennis,NJ,Native
Phaseolus polystachios,NJ,Native
Robinia hispida,NJ,Native
Robinia pseudoacacia,NJ,Native
Robinia viscosa,NJ,Native
Senna hebecarpa,NJ,Native
Senna marilandica,NJ,Native
Senna obtusifolia,NJ,Native
Senna occidentalis,NJ,Native
Sesbania herbacea,NJ,Native
Strophostyles helvola,NJ,Native
Strophostyles leiosperma,NJ,Native
Strophostyles umbellata,NJ,Native
Stylosanthes biflora,NJ,Native
Tephrosia virginiana,NJ,Native
Thermopsis villosa,NJ,Native
Trifolium carolinianum,NJ,Native
Trifolium reflexum,NJ,Native
Vicia americana,NJ,Native
Vicia caroliniana,NJ,Native
Vigna luteola,NJ,Native
Wisteria frutescens,NJ,Native
Castanea dentata,NJ,Native
Castanea ×neglecta,NJ,Native
Castanea pumila,NJ,Native
Fagus grandifolia,NJ,Native
Quercus alba,NJ,Native
Quercus ×beadlei,NJ,Native
Quercus bicolor,NJ,Native
Quercus ×brittonii,NJ,Native
Quercus ×bushii,NJ,Native
Quercus ×caesariensis,NJ,Native
Quercus ×capesii,NJ,Native
Quercus coccinea,NJ,Native
Quercus ×demareei,NJ,Native
Quercus falcata,NJ,Native
Quercus ×faxonii,NJ,Native
Quercus ×fernowii,NJ,Native
Quercus ×filialis,NJ,Native
Quercus ×giffordii,NJ,Native
Quercus ×hawkinsiae,NJ,Native
Quercus ×heterophylla,NJ,Native
Quercus ilicifolia,NJ,Native
Quercus imbricaria,NJ,Native
Quercus ×jackiana,NJ,Native
Quercus laurifolia,NJ,Native
Quercus ×ludoviciana,NJ,Native
Quercus lyrata,NJ,Native
Quercus macrocarpa,NJ,Native
Quercus marilandica,NJ,Native
Quercus michauxii,NJ,Native
Quercus montana,NJ,Native
Quercus muehlenbergii,NJ,Native
Quercus nigra,NJ,Native
Quercus pagoda,NJ,Native
Quercus palustris,NJ,Native
Quercus phellos,NJ,Native
Quercus prinoides,NJ,Native
Quercus ×rehderi,NJ,Native
Quercus rubra,NJ,Native
Quercus ×rudkinii,NJ,Native
Quercus ×saulii,NJ,Native
Quercus stellata,NJ,Native
Quercus ×stelloides,NJ,Native
Quercus ×substellata,NJ,Native
Quercus velutina,NJ,Native
Adlumia fungosa,NJ,Native
Capnoides sempervirens,NJ,Native
Corydalis flavula,NJ,Native
Dicentra canadensis,NJ,Native
Dicentra cucullaria,NJ,Native
Dicentra eximia,NJ,Native
Bartonia paniculata,NJ,Native
Bartonia virginica,NJ,Native
Gentiana andrewsii,NJ,Native
Gentiana autumnalis,NJ,Native
Gentiana catesbaei,NJ,Native
Gentiana clausa,NJ,Native
Gentiana linearis,NJ,Native
Gentiana saponaria,NJ,Native
Gentiana villosa,NJ,Native
Gentianella quinquefolia,NJ,Native
Gentianopsis crinita,NJ,Native
Obolaria virginica,NJ,Native
Sabatia angularis,NJ,Native
Sabatia campanulata,NJ,Native
Sabatia difformis,NJ,Native
Sabatia dodecandra,NJ,Native
Sabatia stellaris,NJ,Native
Geranium bicknellii,NJ,Native
Geranium carolinianum,NJ,Native
Geranium maculatum,NJ,Native
Geranium robertianum,NJ,Native
Ribes americanum,NJ,Native
Ribes aureum,NJ,Native
Ribes cynosbati,NJ,Native
Ribes glandulosum,NJ,Native
Ribes hirtellum,NJ,Native
Ribes lacustre,NJ,Native
Ribes missouriense,NJ,Native
Ribes rotundifolium,NJ,Native
Ribes triste,NJ,Native
Lachnanthes caroliniana,NJ,Native
Myriophyllum heterophyllum,NJ,Native
Myriophyllum humile,NJ,Native
Myriophyllum pinnatum,NJ,Native
Myriophyllum sibiricum,NJ,Native
Myriophyllum tenellum,NJ,Native
Myriophyllum verticillatum,NJ,Native
Proserpinaca intermedia,NJ,Native
Proserpinaca palustris,NJ,Native
Proserpinaca pectinata,NJ,Native
Hamamelis virginiana,NJ,Native
Chamaelirium luteum,NJ,Native
Helonias bullata,NJ,Native
Hydrangea arborescens,NJ,Native
Philadelphus inodorus,NJ,Native
Elodea canadensis,NJ,Native
Elodea nuttallii,NJ,Native
Elodea schweinitzii,NJ,Native
Najas flexilis,NJ,Native
Najas gracillima,NJ,Native
Najas guadalupensis,NJ,Native
Vallisneria americana,NJ,Native
Crepidomanes intricatum,NJ,Native
Hypericum adpressum,NJ,Native
Hypericum ascyron,NJ,Native
Hypericum boreale,NJ,Native
Hypericum canadense,NJ,Native
Hypericum crux-andreae,NJ,Native
Hypericum densiflorum,NJ,Native
Hypericum denticulatum,NJ,Native
Hypericum ×dissimulatum,NJ,Native
Hypericum ellipticum,NJ,Native
Hypericum fraseri,NJ,Native
Hypericum gentianoides,NJ,Native
Hypericum gymnanthum,NJ,Native
Hypericum hypericoides,NJ,Native
Hypericum majus,NJ,Native
Hypericum mutilum,NJ,Native
Hypericum prolificum,NJ,Native
Hypericum punctatum,NJ,Native
Hypericum virginicum,NJ,Native
Hypericum walteri,NJ,Native
Hypoxis hirsuta,NJ,Native
Iris prismatica,NJ,Native
Iris versicolor,NJ,Native
Sisyrinchium angustifolium,NJ,Native
Sisyrinchium atlanticum,NJ,Native
Sisyrinchium fuscatum,NJ,Native
Sisyrinchium montanum,NJ,Native
Sisyrinchium mucronatum,NJ,Native
Isoetes acadiensis,NJ,Native
Isoetes ×brittonii,NJ,Native
Isoetes ×dodgei,NJ,Native
Isoetes ×eatonii,NJ,Native
Isoetes echinospora,NJ,Native
Isoetes engelmannii,NJ,Native
Isoetes ×fairbrothersii,NJ,Native
Isoetes lacustris,NJ,Native
Isoetes melanopoda,NJ,Native
Isoetes riparia,NJ,Native
Isoetes tuckermanii,NJ,Native
Itea virginica,NJ,Native
Carya cordiformis,NJ,Native
Carya glabra,NJ,Native
Carya ovata,NJ,Native
Carya pallida,NJ,Native
Carya tomentosa,NJ,Native
Juglans cinerea,NJ,Native
Juglans nigra,NJ,Native
Juncus acuminatus,NJ,Native
Juncus anthelatus,NJ,Native
Juncus articulatus,NJ,Native
Juncus brachycarpus,NJ,Native
Juncus brachycephalus,NJ,Native
Juncus brevicaudatus,NJ,Native
Juncus bufonius,NJ,Native
Juncus caesariensis,NJ,Native
Juncus canadensis,NJ,Native
Juncus coriaceus,NJ,Native
Juncus debilis,NJ,Native
Juncus dichotomus,NJ,Native
Juncus diffusissimus,NJ,Native
Juncus dudleyi,NJ,Native
Juncus elliottii,NJ,Native
Juncus gerardi,NJ,Native
Juncus greenei,NJ,Native
Juncus marginatus,NJ,Native
Juncus militaris,NJ,Native
Juncus nodosus,NJ,Native
Juncus pelocarpus,NJ,Native
Juncus pylaei,NJ,Native
Juncus scirpoides,NJ,Native
Juncus secundus,NJ,Native
Juncus subcaudatus,NJ,Native
Juncus tenuis,NJ,Native
Juncus torreyi,NJ,Native
Juncus validus,NJ,Native
Luzula acuminata,NJ,Native
Luzula bulbosa,NJ,Native
Luzula echinata,NJ,Native
Luzula multiflora,NJ,Native
Triglochin maritima,NJ,Native
Agastache nepetoides,NJ,Native
Agastache scrophulariifolia,NJ,Native
Blephilia ciliata,NJ,Native
Clinopodium vulgare,NJ,Native
Collinsonia canadensis,NJ,Native
Cunila origanoides,NJ,Native
Dracocephalum parviflorum,NJ,Native
Hedeoma pulegioides,NJ,Native
Lycopus americanus,NJ,Native
Lycopus amplectens,NJ,Native
Lycopus rubellus,NJ,Native
Lycopus uniflorus,NJ,Native
Lycopus virginicus,NJ,Native
Mentha arvensis,NJ,Native
Monarda clinopodia,NJ,Native
Monarda didyma,NJ,Native
Monarda fistulosa,NJ,Native
Monarda ×media,NJ,Native
Monarda punctata,NJ,Native
Physostegia virginiana,NJ,Native
Pycnanthemum ×clinopodioides,NJ,Native
Pycnanthemum incanum,NJ,Native
Pycnanthemum loomisii,NJ,Native
Pycnanthemum muticum,NJ,Native
Pycnanthemum setosum,NJ,Native
Pycnanthemum tenuifolium,NJ,Native
Pycnanthemum torreyi,NJ,Native
Pycnanthemum verticillatum,NJ,Native
Pycnanthemum virginianum,NJ,Native
Salvia lyrata,NJ,Native
Salvia reflexa,NJ,Native
Scutellaria elliptica,NJ,Native
Scutellaria galericulata,NJ,Native
Scutellaria incana,NJ,Native
Scutellaria integrifolia,NJ,Native
Scutellaria lateriflora,NJ,Native
Scutellaria nervosa,NJ,Native
Scutellaria parvula,NJ,Native
Scutellaria saxatilis,NJ,Native
Scutellaria serrata,NJ,Native
Stachys aspera,NJ,Native
Stachys cordata,NJ,Native
Stachys hyssopifolia,NJ,Native
Stachys pilosa,NJ,Native
Stachys tenuifolia,NJ,Native
Teucrium canadense,NJ,Native
Trichostema brachiatum,NJ,Native
Trichostema dichotomum,NJ,Native
Trichostema setaceum,NJ,Native
Lindera benzoin,NJ,Native
Sassafras albidum,NJ,Native
Utricularia cornuta,NJ,Native
Utricularia geminiscapa,NJ,Native
Utricularia gibba,NJ,Native
Utricularia inflata,NJ,Native
Utricularia intermedia,NJ,Native
Utricularia juncea,NJ,Native
Utricularia macrorhiza,NJ,Native
Utricularia minor,NJ,Native
Utricularia olivacea,NJ,Native
Utricularia purpurea,NJ,Native
Utricularia radiata,NJ,Native
Utricularia resupinata,NJ,Native
Utricularia striata,NJ,Native
Utricularia subulata,NJ,Native
Clintonia borealis,NJ,Native
Erythronium americanum,NJ,Native
Lilium canadense,NJ,Native
Lilium philadelphicum,NJ,Native
Lilium superbum,NJ,Native
Medeola virginiana,NJ,Native
Streptopus amplexifolius,NJ,Native
Streptopus lanceolatus,NJ,Native
Floerkea proserpinacoides,NJ,Native
Linum floridanum,NJ,Native
Linum intercursum,NJ,Native
Linum medium,NJ,Native
Linum striatum,NJ,Native
Linum sulcatum,NJ,Native
Linum virginianum,NJ,Native
Lindernia dubia,NJ,Native
Micranthemum micranthemoides,NJ,Native
Linnaea borealis,NJ,Native
Dendrolycopodium dendroideum,NJ,Native
Dendrolycopodium hickeyi,NJ,Native
Dendrolycopodium obscurum,NJ,Native
Diphasiastrum digitatum,NJ,Native
Diphasiastrum ×habereri,NJ,Native
Diphasiastrum tristachyum,NJ,Native
Huperzia lucidula,NJ,Native
Lycopodiella alopecuroides,NJ,Native
Lycopodiella appressa,NJ,Native
Lycopodiella ×copelandii,NJ,Native
Lycopodiella ×gilmanii,NJ,Native
Lycopodiella inundata,NJ,Native
Lycopodium clavatum,NJ,Native
Pseudolycopodiella caroliniana,NJ,Native
Spinulum annotinum,NJ,Native
Lygodium palmatum,NJ,Native
Ammannia coccinea,NJ,Native
Ammannia latifolia,NJ,Native
Ammannia robusta,NJ,Native
Cuphea viscosissima,NJ,Native
Decodon verticillatus,NJ,Native
Lythrum alatum,NJ,Native
Lythrum lineare,NJ,Native
Rotala ramosior,NJ,Native
Liriodendron tulipifera,NJ,Native
Magnolia acuminata,NJ,Native
Magnolia tripetala,NJ,Native
Magnolia virginiana,NJ,Native
Anoda cristata,NJ,Native
Corchorus aestuans,NJ,Native
Gossypium hirsutum,NJ,Native
Hibiscus moscheutos,NJ,Native
Kosteletzkya pentacarpos,NJ,Native
Malvastrum coromandelianum,NJ,Native
Sida acuta,NJ,Native
Sida hermaphrodita,NJ,Native
Sida rhombifolia,NJ,Native
Sida spinosa,NJ,Native
Sida stipularis,NJ,Native
Tilia americana,NJ,Native
Proboscidea louisiana,NJ,Native
Amianthium muscitoxicum,NJ,Native
Stenanthium leimanthoides,NJ,Native
Veratrum hybridum,NJ,Native
Veratrum virginicum,NJ,Native
Veratrum viride,NJ,Native
Rhexia aristosa,NJ,Native
Rhexia ×brevibracteata,NJ,Native
Rhexia mariana,NJ,Native
Rhexia virginica,NJ,Native
Menispermum canadense,NJ,Native
Menyanthes trifoliata,NJ,Native
Nymphoides cordata,NJ,Native
Mollugo verticillata,NJ,Native
Claytonia virginica,NJ,Native
Maclura pomifera,NJ,Native
Morus rubra,NJ,Native
Comptonia peregrina,NJ,Native
Morella caroliniensis,NJ,Native
Morella cerifera,NJ,Native
Morella ×macfarlanei,NJ,Native
Morella pensylvanica,NJ,Native
Myrica gale,NJ,Native
Aletris farinosa,NJ,Native
Lophiola aurea,NJ,Native
Narthecium americanum,NJ,Native
Nelumbo lutea,NJ,Native
Mirabilis albida,NJ,Native
Mirabilis linearis,NJ,Native
Mirabilis nyctaginea,NJ,Native
Nuphar advena,NJ,Native
Nuphar microphylla,NJ,Native
Nuphar ×rubrodisca,NJ,Native
Nuphar variegata,NJ,Native
Nymphaea odorata,NJ,Native
Nyssa biflora,NJ,Native
Nyssa sylvatica,NJ,Native
Chionanthus virginicus,NJ,Native
Fraxinus americana,NJ,Native
Fraxinus nigra,NJ,Native
Fraxinus pennsylvanica,NJ,Native
Fraxinus profunda,NJ,Native
Chamaenerion angustifolium,NJ,Native
Circaea alpina,NJ,Native
Circaea canadensis,NJ,Native
Circaea ×sterilis,NJ,Native
Epilobium ciliatum,NJ,Native
Epilobium coloratum,NJ,Native
Epilobium leptophyllum,NJ,Native
Epilobium strictum,NJ,Native
Ludwigia alternifolia,NJ,Native
Ludwigia brevipes,NJ,Native
Ludwigia hirtella,NJ,Native
Ludwigia linearis,NJ,Native
Ludwigia palustris,NJ,Native
Ludwigia repens,NJ,Native
Ludwigia sphaerocarpa,NJ,Native
Oenothera biennis,NJ,Native
Oenothera cinerea,NJ,Native
Oenothera clelandii,NJ,Native
Oenothera fruticosa,NJ,Native
Oenothera gaura,NJ,Native
Oenothera grandiflora,NJ,Native
Oenothera grandis,NJ,Native
Oenothera humifusa,NJ,Native
Oenothera laciniata,NJ,Native
Oenothera nutans,NJ,Native
Oenothera oakesiana,NJ,Native
Oenothera parviflora,NJ,Native
Oenothera perennis,NJ,Native
Oenothera pilosella,NJ,Native
Oenothera spachiana,NJ,Native
Oenothera villosa,NJ,Native
Matteuccia struthiopteris,NJ,Native
Onoclea sensibilis,NJ,Native
Botrychium lanceolatum,NJ,Native
Botrychium matricariifolium,NJ,Native
Botrychium simplex,NJ,Native
Botrypus virginianus,NJ,Native
Ophioglossum pusillum,NJ,Native
Ophioglossum vulgatum,NJ,Native
Sceptridium biternatum,NJ,Native
Sceptridium dissectum,NJ,Native
Sceptridium multifidum,NJ,Native
Sceptridium oneidense,NJ,Native
Aplectrum hyemale,NJ,Native
Arethusa bulbosa,NJ,Native
Calopogon tuberosus,NJ,Native
Cleistesiopsis divaricata,NJ,Native
Coeloglossum viride,NJ,Native
Corallorhiza maculata,NJ,Native
Corallorhiza odontorhiza,NJ,Native
Corallorhiza trifida,NJ,Native
Corallorhiza wisteriana,NJ,Native
Cypripedium acaule,NJ,Native
Cypripedium candidum,NJ,Native
Cypripedium parviflorum,NJ,Native
Cypripedium reginae,NJ,Native
Galearis spectabilis,NJ,Native
Goodyera pubescens,NJ,Native
Goodyera tesselata,NJ,Native
Isotria medeoloides,NJ,Native
Isotria verticillata,NJ,Native
Liparis liliifolia,NJ,Native
Liparis loeselii,NJ,Native
Malaxis bayardii,NJ,Native
Malaxis monophyllos,NJ,Native
Malaxis unifolia,NJ,Native
Neottia bifolia,NJ,Native
Neottia cordata,NJ,Native
Neottia smallii,NJ,Native
Platanthera aquilonis,NJ,Native
Platanthera ×bicolor,NJ,Native
Platanthera blephariglottis,NJ,Native
Platanthera ×canbyi,NJ,Native
Platanthera ×channellii,NJ,Native
Platanthera ciliaris,NJ,Native
Platanthera clavellata,NJ,Native
Platanthera cristata,NJ,Native
Platanthera fissa,NJ,Native
Platanthera flava,NJ,Native
Platanthera grandiflora,NJ,Native
Platanthera hookeri,NJ,Native
Platanthera huronensis,NJ,Native
Platanthera integra,NJ,Native
Platanthera lacera,NJ,Native
Platanthera nivea,NJ,Native
Platanthera orbiculata,NJ,Native
Platanthera psycodes,NJ,Native
Pogonia ophioglossoides,NJ,Native
Spiranthes cernua,NJ,Native
Spiranthes lacera,NJ,Native
Spiranthes laciniata,NJ,Native
Spiranthes lucida,NJ,Native
