scientific_name,state_code,observation_count,source
Feltia tricosa,VA,20,GBIF
Feltia tricosa,VT,8,GBIF
Feltia tricosa,WI,4,GBIF
Feltia tricosa,WV,2,GBIF
Feniseca tarquinius,AL,32,GBIF
Feniseca tarquinius,AR,57,GBIF
Feniseca tarquinius,CT,25,GBIF
Feniseca tarquinius,DC,3,GBIF
Feniseca tarquinius,DE,16,GBIF
Feniseca tarquinius,FL,15,GBIF
Feniseca tarquinius,GA,78,GBIF
Feniseca tarquinius,IA,13,GBIF
Feniseca tarquinius,IL,140,GBIF
Feniseca tarquinius,IN,64,GBIF
Feniseca tarquinius,KS,24,GBIF
Feniseca tarquinius,KY,33,GBIF
Feniseca tarquinius,LA,10,GBIF
Feniseca tarquinius,MA,112,GBIF
Feniseca tarquinius,MD,131,GBIF
Feniseca tarquinius,ME,52,GBIF
Feniseca tarquinius,MI,188,GBIF
Feniseca tarquinius,MN,83,GBIF
Feniseca tarquinius,MO,65,GBIF
Feniseca tarquinius,MS,13,GBIF
Feniseca tarquinius,NC,170,GBIF
Feniseca tarquinius,NE,11,GBIF
Feniseca tarquinius,NH,82,GBIF
Feniseca tarquinius,NJ,115,GBIF
Feniseca tarquinius,NY,127,GBIF
Feniseca tarquinius,OH,325,GBIF
Feniseca tarquinius,OK,25,GBIF
Feniseca tarquinius,PA,165,GBIF
Feniseca tarquinius,RI,5,GBIF
Feniseca tarquinius,SC,32,GBIF
Feniseca tarquinius,TN,122,GBIF
Feniseca tarquinius,TX,11,GBIF
Feniseca tarquinius,VA,184,GBIF
Feniseca tarquinius,VT,108,GBIF
Feniseca tarquinius,WI,103,GBIF
Feniseca tarquinius,WV,13,GBIF
Feralia comstocki,CT,3,GBIF
Feralia comstocki,GA,2,GBIF
Feralia comstocki,ID,4,GBIF
Feralia comstocki,KY,7,GBIF
Feralia comstocki,MA,90,GBIF
Feralia comstocki,MD,4,GBIF
Feralia comstocki,ME,39,GBIF
Feralia comstocki,MI,45,GBIF
Feralia comstocki,MN,40,GBIF
Feralia comstocki,MT,33,GBIF
Feralia comstocki,NC,53,GBIF
Feralia comstocki,NH,34,GBIF
Feralia comstocki,NY,53,GBIF
Feralia comstocki,OH,5,GBIF
Feralia comstocki,OR,12,GBIF
Feralia comstocki,PA,12,GBIF
Feralia comstocki,TN,14,GBIF
Feralia comstocki,VA,2,GBIF
Feralia comstocki,VT,232,GBIF
Feralia comstocki,WA,37,GBIF
Feralia comstocki,WI,9,GBIF
Feralia comstocki,WV,7,GBIF
Feralia deceptiva,AK,6,GBIF
Feralia deceptiva,CA,30,GBIF
Feralia deceptiva,MT,1,GBIF
Feralia deceptiva,OR,62,GBIF
Feralia deceptiva,WA,129,GBIF
Feralia februalis,CA,564,GBIF
Feralia februalis,OR,35,GBIF
Feralia jocosa,CT,50,GBIF
Feralia jocosa,GA,5,GBIF
Feralia jocosa,ID,3,GBIF
Feralia jocosa,KY,5,GBIF
Feralia jocosa,MA,70,GBIF
Feralia jocosa,MD,6,GBIF
Feralia jocosa,ME,11,GBIF
Feralia jocosa,MI,35,GBIF
Feralia jocosa,MN,6,GBIF
Feralia jocosa,MT,25,GBIF
Feralia jocosa,NC,11,GBIF
Feralia jocosa,NH,15,GBIF
Feralia jocosa,NJ,4,GBIF
Feralia jocosa,NY,84,GBIF
Feralia jocosa,OH,5,GBIF
Feralia jocosa,PA,59,GBIF
Feralia jocosa,RI,2,GBIF
Feralia jocosa,VA,3,GBIF
Feralia jocosa,VT,103,GBIF
Feralia jocosa,WA,1,GBIF
Feralia jocosa,WI,7,GBIF
Feralia jocosa,WV,1,GBIF
Feralia major,AL,70,GBIF
Feralia major,AR,8,GBIF
Feralia major,CT,27,GBIF
Feralia major,FL,6,GBIF
Feralia major,GA,29,GBIF
Feralia major,IN,1,GBIF
Feralia major,KY,4,GBIF
Feralia major,LA,12,GBIF
Feralia major,MA,63,GBIF
Feralia major,MD,8,GBIF
Feralia major,ME,7,GBIF
Feralia major,MI,31,GBIF
Feralia major,MS,6,GBIF
Feralia major,NC,11,GBIF
Feralia major,NH,9,GBIF
Feralia major,NJ,27,GBIF
Feralia major,NY,32,GBIF
Feralia major,OK,2,GBIF
Feralia major,PA,17,GBIF
Feralia major,SC,44,GBIF
Feralia major,TN,32,GBIF
Feralia major,TX,16,GBIF
Feralia major,VA,19,GBIF
Feralia major,VT,43,GBIF
Feralia major,WI,8,GBIF
Feralia major,WV,4,GBIF
Fergusonix januaris,CA,23,GBIF
Fernandocrambus harpipterus,AZ,14,GBIF
Fernandocrambus harpipterus,CO,1,GBIF
Fernandocrambus harpipterus,NM,2,GBIF
Filatima abactella,MN,1,GBIF
Filatima abactella,NM,2,GBIF
Filatima albicostella,CA,8,GBIF
Filatima albicostella,MT,9,GBIF
Filatima albicostella,NV,3,GBIF
Filatima albicostella,WA,1,GBIF
Filatima albilorella,AZ,61,GBIF
Filatima albilorella,CO,1,GBIF
Filatima albilorella,FL,2,GBIF
Filatima albilorella,NM,19,GBIF
Filatima albilorella,OK,1,GBIF
Filatima albilorella,TX,76,GBIF
Filatima arizonella,AZ,115,GBIF
Filatima aulaea,CA,2,GBIF
Filatima aulaea,MT,1,GBIF
Filatima aulaea,WY,1,GBIF
Filatima biforella,CO,3,GBIF
Filatima biforella,TX,3,GBIF
Filatima bigella,CA,2,GBIF
Filatima biminimaculella,AL,2,GBIF
Filatima biminimaculella,AR,5,GBIF
Filatima biminimaculella,GA,9,GBIF
Filatima biminimaculella,MS,1,GBIF
Filatima biminimaculella,OK,2,GBIF
Filatima biminimaculella,TN,2,GBIF
Filatima catacrossa,CA,9,GBIF
Filatima demissae,ID,1,GBIF
Filatima demissae,OR,1,GBIF
Filatima depuratella,AZ,17,GBIF
Filatima depuratella,CA,1,GBIF
Filatima epulatrix,OK,1,GBIF
Filatima gomphopis,TX,27,GBIF
Filatima hemicrossa,MT,1,GBIF
Filatima isocrossa,AZ,2,GBIF
Filatima isocrossa,CA,4,GBIF
Filatima isocrossa,NV,1,GBIF
Filatima isocrossa,TX,19,GBIF
Filatima loowita,MT,2,GBIF
Filatima loowita,WA,1,GBIF
Filatima monotaeniella,TX,4,GBIF
Filatima natalis,CA,1,GBIF
Filatima neotrophella,TX,70,GBIF
Filatima nigripectus,AZ,34,GBIF
Filatima normifera,CO,1,GBIF
Filatima normifera,WY,21,GBIF
Filatima nucifer,MT,1,GBIF
Filatima obidenna,AZ,16,GBIF
Filatima obidenna,CO,1,GBIF
Filatima obidenna,NM,2,GBIF
Filatima obidenna,TX,3,GBIF
Filatima pseudacaciella,AZ,9,GBIF
Filatima pseudacaciella,CA,1,GBIF
Filatima pseudacaciella,MA,7,GBIF
Filatima pseudacaciella,MD,4,GBIF
Filatima pseudacaciella,NC,27,GBIF
Filatima pseudacaciella,NJ,2,GBIF
Filatima pseudacaciella,NY,3,GBIF
Filatima pseudacaciella,OH,2,GBIF
Filatima pseudacaciella,OK,3,GBIF
Filatima pseudacaciella,OR,2,GBIF
Filatima pseudacaciella,VT,3,GBIF
Filatima saliciphaga,CA,1,GBIF
Filatima saliciphaga,MT,1,GBIF
Filatima serotinella,AL,2,GBIF
Filatima serotinella,CT,1,GBIF
Filatima serotinella,IN,1,GBIF
Filatima serotinella,KS,1,GBIF
Filatima serotinella,MA,1,GBIF
Filatima serotinella,MD,8,GBIF
Filatima serotinella,MT,1,GBIF
Filatima serotinella,PA,1,GBIF
Filatima serotinella,SC,6,GBIF
Filatima serotinella,TN,1,GBIF
Filatima serotinella,VT,1,GBIF
Filatima shastaella,MT,1,GBIF
Filatima sperryi,CA,1,GBIF
Filatima spinigera,MT,1,GBIF
Filatima spinigera,OK,1,GBIF
Filatima vaccinii,CA,1,GBIF
Filatima vaccinii,NH,1,GBIF
Filatima xanthuris,AZ,1,GBIF
Filatima xanthuris,CA,2,GBIF
Filatima xanthuris,MT,30,GBIF
Filatima xanthuris,NV,1,GBIF
Filatima xanthuris,NY,3,GBIF
Filatima xanthuris,WA,1,GBIF
Fishia connecta,CO,2,GBIF
Fishia connecta,MT,4,GBIF
Fishia connecta,WY,1,GBIF
Fishia discors,AZ,1,GBIF
Fishia discors,CA,34,GBIF
Fishia discors,CO,40,GBIF
Fishia discors,ID,6,GBIF
Fishia discors,MT,147,GBIF
Fishia discors,NE,2,GBIF
Fishia discors,NM,2,GBIF
Fishia discors,OR,7,GBIF
Fishia discors,UT,1,GBIF
Fishia discors,WA,57,GBIF
Fishia discors,WY,91,GBIF
Fishia dispar,CO,1,GBIF
Fishia dispar,MT,8,GBIF
Fishia illocata,AK,143,GBIF
Fishia illocata,AR,1,GBIF
Fishia illocata,CO,1,GBIF
Fishia illocata,CT,6,GBIF
Fishia illocata,GA,2,GBIF
Fishia illocata,ID,2,GBIF
Fishia illocata,MA,35,GBIF
Fishia illocata,ME,7,GBIF
Fishia illocata,MI,46,GBIF
Fishia illocata,MN,16,GBIF
Fishia illocata,MT,14,GBIF
Fishia illocata,NC,7,GBIF
Fishia illocata,NH,3,GBIF
Fishia illocata,NJ,2,GBIF
Fishia illocata,NY,4,GBIF
Fishia illocata,OR,7,GBIF
Fishia illocata,PA,18,GBIF
Fishia illocata,RI,1,GBIF
Fishia illocata,TN,4,GBIF
Fishia illocata,VA,1,GBIF
Fishia illocata,VT,12,GBIF
Fishia illocata,WA,31,GBIF
Fishia illocata,WI,3,GBIF
Fishia illocata,WV,2,GBIF
Fishia nigrescens,CA,1,GBIF
Fishia nigrescens,UT,1,GBIF
Fishia yosemitae,CA,13,GBIF
Fishia yosemitae,CO,22,GBIF
Fishia yosemitae,MI,25,GBIF
Fishia yosemitae,MT,81,GBIF
Fishia yosemitae,OR,4,GBIF
Fishia yosemitae,UT,4,GBIF
Fishia yosemitae,WA,12,GBIF
Fishia yosemitae,WY,198,GBIF
Fissicrambus fissiradiellus,AL,38,GBIF
Fissicrambus fissiradiellus,AZ,1,GBIF
Fissicrambus fissiradiellus,CA,3,GBIF
Fissicrambus fissiradiellus,FL,93,GBIF
Fissicrambus fissiradiellus,GA,11,GBIF
Fissicrambus fissiradiellus,LA,42,GBIF
Fissicrambus fissiradiellus,MS,6,GBIF
Fissicrambus fissiradiellus,NC,5,GBIF
Fissicrambus fissiradiellus,OK,13,GBIF
Fissicrambus fissiradiellus,SC,4,GBIF
Fissicrambus fissiradiellus,TN,2,GBIF
Fissicrambus fissiradiellus,TX,257,GBIF
Fissicrambus hemiochrellus,MS,7,GBIF
Fissicrambus hemiochrellus,OK,4,GBIF
Fissicrambus hemiochrellus,TX,4,GBIF
Fissicrambus hospition,TX,1,GBIF
Fissicrambus intermedius,AZ,6,GBIF
Fissicrambus intermedius,CA,13,GBIF
Fissicrambus intermedius,TX,2,GBIF
Fissicrambus minuellus,FL,1,GBIF
Fissicrambus mutabilis,AL,17,GBIF
Fissicrambus mutabilis,AR,24,GBIF
Fissicrambus mutabilis,CA,1,GBIF
Fissicrambus mutabilis,CT,15,GBIF
Fissicrambus mutabilis,DC,3,GBIF
Fissicrambus mutabilis,DE,187,GBIF
Fissicrambus mutabilis,FL,8,GBIF
Fissicrambus mutabilis,GA,14,GBIF
Fissicrambus mutabilis,IA,2,GBIF
Fissicrambus mutabilis,IL,172,GBIF
Fissicrambus mutabilis,IN,22,GBIF
Fissicrambus mutabilis,KS,11,GBIF
Fissicrambus mutabilis,KY,29,GBIF
Fissicrambus mutabilis,LA,4,GBIF
Fissicrambus mutabilis,MA,91,GBIF
Fissicrambus mutabilis,MD,209,GBIF
Fissicrambus mutabilis,ME,6,GBIF
Fissicrambus mutabilis,MI,13,GBIF
Fissicrambus mutabilis,MN,7,GBIF
Fissicrambus mutabilis,MO,19,GBIF
Fissicrambus mutabilis,MS,3,GBIF
Fissicrambus mutabilis,MT,29,GBIF
Fissicrambus mutabilis,NC,53,GBIF
Fissicrambus mutabilis,NE,25,GBIF
Fissicrambus mutabilis,NH,5,GBIF
Fissicrambus mutabilis,NJ,86,GBIF
Fissicrambus mutabilis,NY,170,GBIF
Fissicrambus mutabilis,OH,54,GBIF
Fissicrambus mutabilis,OK,42,GBIF
Fissicrambus mutabilis,PA,316,GBIF
Fissicrambus mutabilis,RI,9,GBIF
Fissicrambus mutabilis,SC,17,GBIF
Fissicrambus mutabilis,SD,2,GBIF
Fissicrambus mutabilis,TN,33,GBIF
Fissicrambus mutabilis,TX,29,GBIF
Fissicrambus mutabilis,VA,64,GBIF
Fissicrambus mutabilis,VT,22,GBIF
Fissicrambus mutabilis,WI,7,GBIF
Fissicrambus mutabilis,WV,28,GBIF
Fissicrambus profanellus,AL,9,GBIF
Fissicrambus profanellus,CA,3,GBIF
Fissicrambus profanellus,FL,32,GBIF
Fissicrambus profanellus,GA,4,GBIF
Fissicrambus profanellus,LA,4,GBIF
Fissicrambus profanellus,MS,23,GBIF
Fissicrambus profanellus,OK,1,GBIF
Fissicrambus profanellus,SC,1,GBIF
Fissicrambus profanellus,TX,48,GBIF
Fissicrambus quadrinotellus,CA,6,GBIF
Fissicrambus quadrinotellus,FL,3,GBIF
Fissicrambus quadrinotellus,TX,51,GBIF
Fixsenia favonius,AL,10,GBIF
Fixsenia favonius,AR,5,GBIF
Fixsenia favonius,CT,6,GBIF
Fixsenia favonius,DE,2,GBIF
Fixsenia favonius,FL,676,GBIF
Fixsenia favonius,GA,72,GBIF
Fixsenia favonius,IL,7,GBIF
Fixsenia favonius,KY,1,GBIF
Fixsenia favonius,LA,13,GBIF
Fixsenia favonius,MA,27,GBIF
Fixsenia favonius,MD,7,GBIF
Fixsenia favonius,MI,9,GBIF
Fixsenia favonius,MO,2,GBIF
Fixsenia favonius,MS,4,GBIF
Fixsenia favonius,NC,30,GBIF
Fixsenia favonius,NJ,9,GBIF
Fixsenia favonius,NM,2,GBIF
Fixsenia favonius,NY,35,GBIF
Fixsenia favonius,OH,10,GBIF
Fixsenia favonius,OK,9,GBIF
Fixsenia favonius,PA,3,GBIF
Fixsenia favonius,RI,3,GBIF
Fixsenia favonius,SC,40,GBIF
Fixsenia favonius,TN,1,GBIF
Fixsenia favonius,TX,1094,GBIF
Fixsenia favonius,VA,15,GBIF
Fixsenia favonius,VT,1,GBIF
Fixsenia favonius,WI,2,GBIF
Fixsenia favonius,WV,1,GBIF
Fixsenia ontario,AL,1,GBIF
Fixsenia ontario,AR,1,GBIF
Fixsenia ontario,CT,8,GBIF
Fixsenia ontario,FL,1,GBIF
Fixsenia ontario,GA,9,GBIF
Fixsenia ontario,IL,6,GBIF
Fixsenia ontario,KY,1,GBIF
Fixsenia ontario,MA,16,GBIF
Fixsenia ontario,MD,5,GBIF
Fixsenia ontario,MI,8,GBIF
Fixsenia ontario,MO,2,GBIF
Fixsenia ontario,MS,2,GBIF
Fixsenia ontario,NC,4,GBIF
Fixsenia ontario,NJ,1,GBIF
Fixsenia ontario,NM,4,GBIF
Fixsenia ontario,NY,8,GBIF
Fixsenia ontario,OH,4,GBIF
Fixsenia ontario,OK,9,GBIF
Fixsenia ontario,PA,10,GBIF
Fixsenia ontario,RI,4,GBIF
Fixsenia ontario,SC,1,GBIF
Fixsenia ontario,TN,1,GBIF
Fixsenia ontario,TX,21,GBIF
Fixsenia ontario,VA,1,GBIF
Fixsenia polingi,NM,1,GBIF
Fixsenia polingi,TX,42,GBIF
Fletcherana leucoxyla,HI,3,GBIF
Florilegus condignus,AR,2,GBIF
Florilegus condignus,CO,30,GBIF
Florilegus condignus,DC,86,GBIF
Florilegus condignus,DE,1,GBIF
Florilegus condignus,FL,20,GBIF
Florilegus condignus,IL,2,GBIF
Florilegus condignus,IN,1,GBIF
Florilegus condignus,LA,10,GBIF
Florilegus condignus,MD,212,GBIF
Florilegus condignus,MO,3,GBIF
Florilegus condignus,MS,186,GBIF
Florilegus condignus,NC,7,GBIF
Florilegus condignus,NE,3,GBIF
Florilegus condignus,NJ,12,GBIF
Florilegus condignus,NY,1,GBIF
Florilegus condignus,OH,16,GBIF
Florilegus condignus,SC,2,GBIF
Florilegus condignus,SD,2,GBIF
Florilegus condignus,TX,44,GBIF
Florilegus condignus,VA,205,GBIF
Focillidia texana,AZ,3,GBIF
Focillidia texana,TX,78,GBIF
Fomoria hypericella,AR,1,GBIF
Fomoria hypericella,FL,2,GBIF
Fomoria hypericella,IL,2,GBIF
Fomoria hypericella,MA,4,GBIF
Fomoria hypericella,MN,1,GBIF
Fomoria hypericella,MS,2,GBIF
Fomoria hypericella,NC,3,GBIF
Fomoria hypericella,NH,2,GBIF
Fomoria hypericella,TN,1,GBIF
Fomoria hypericella,VT,2,GBIF
Fomoria pteliaeella,AL,1,GBIF
Fomoria pteliaeella,CT,1,GBIF
Fomoria pteliaeella,FL,2,GBIF
Fomoria pteliaeella,IL,4,GBIF
Fomoria pteliaeella,IN,1,GBIF
Fomoria pteliaeella,LA,1,GBIF
Fomoria pteliaeella,MA,5,GBIF
Fomoria pteliaeella,MD,3,GBIF
Fomoria pteliaeella,MI,1,GBIF
Fomoria pteliaeella,MN,2,GBIF
Fomoria pteliaeella,MO,1,GBIF
Fomoria pteliaeella,MS,1,GBIF
Fomoria pteliaeella,NC,1,GBIF
Fomoria pteliaeella,NY,5,GBIF
Fomoria pteliaeella,OH,2,GBIF
Fomoria pteliaeella,PA,7,GBIF
Fomoria pteliaeella,SC,1,GBIF
Fomoria pteliaeella,TX,4,GBIF
Fomoria pteliaeella,VA,2,GBIF
Fomoria pteliaeella,VT,1,GBIF
Fomoria pteliaeella,WI,2,GBIF
Fomoria weaveri,AK,2,GBIF
Forsebia perlaeta,AZ,19,GBIF
Forsebia perlaeta,NM,2,GBIF
Forsebia perlaeta,TX,1,GBIF
Fota armata,AZ,1,GBIF
Fota armata,UT,1,GBIF
Fota minorata,AZ,1,GBIF
Fotella notalis,AZ,5,GBIF
Fotella notalis,CA,11,GBIF
Fotella notalis,TX,2,GBIF
Framinghamia helvalis,AL,7,GBIF
Framinghamia helvalis,CT,8,GBIF
Framinghamia helvalis,DE,3,GBIF
Framinghamia helvalis,GA,1,GBIF
Framinghamia helvalis,IL,7,GBIF
Framinghamia helvalis,IN,3,GBIF
Framinghamia helvalis,KY,2,GBIF
Framinghamia helvalis,LA,1,GBIF
Framinghamia helvalis,MA,28,GBIF
Framinghamia helvalis,MD,9,GBIF
Framinghamia helvalis,ME,5,GBIF
Framinghamia helvalis,MI,15,GBIF
Framinghamia helvalis,MN,15,GBIF
Framinghamia helvalis,MO,4,GBIF
Framinghamia helvalis,NC,10,GBIF
Framinghamia helvalis,NH,5,GBIF
Framinghamia helvalis,NY,6,GBIF
Framinghamia helvalis,OH,3,GBIF
Framinghamia helvalis,OK,11,GBIF
Framinghamia helvalis,PA,14,GBIF
Framinghamia helvalis,TN,4,GBIF
Framinghamia helvalis,TX,29,GBIF
Framinghamia helvalis,VA,11,GBIF
Framinghamia helvalis,VT,14,GBIF
Framinghamia helvalis,WI,14,GBIF
Franclemontia interrogans,MS,3,GBIF
Franclemontia interrogans,NC,4,GBIF
Frechinia criddlealis,ND,2,GBIF
Frechinia helianthiales,AR,12,GBIF
Frechinia helianthiales,AZ,32,GBIF
Frechinia helianthiales,CO,1,GBIF
Frechinia helianthiales,MO,1,GBIF
Frechinia helianthiales,OK,1,GBIF
Frechinia helianthiales,TX,7,GBIF
Frechinia laetalis,AZ,2,GBIF
Frechinia laetalis,CA,5,GBIF
Frechinia laetalis,CO,1,GBIF
Frechinia laetalis,MT,2,GBIF
Frechinia laetalis,NE,5,GBIF
Frechinia laetalis,OK,5,GBIF
Frechinia laetalis,TX,21,GBIF
Frechinia lutosalis,AZ,3,GBIF
Frechinia lutosalis,CO,1,GBIF
Frechinia lutosalis,NM,1,GBIF
Frechinia texanalis,NM,2,GBIF
Frechinia texanalis,TX,16,GBIF
Friseria acaciella,TX,646,GBIF
Friseria caieta,AZ,52,GBIF
Friseria caieta,NM,4,GBIF
Friseria caieta,TX,15,GBIF
Friseria cockerelli,AZ,97,GBIF
Friseria cockerelli,CA,7,GBIF
Friseria cockerelli,NM,24,GBIF
Friseria cockerelli,OK,4,GBIF
Friseria cockerelli,TX,237,GBIF
Friseria nona,AZ,38,GBIF
Frumenta davidi,TX,5,GBIF
Frumenta nephelomicta,AZ,3,GBIF
Frumenta nephelomicta,NM,1,GBIF
Frumenta nephelomicta,TX,2,GBIF
Frumenta nundinella,AL,11,GBIF
Frumenta nundinella,AR,3,GBIF
Frumenta nundinella,CT,3,GBIF
Frumenta nundinella,DE,2,GBIF
Frumenta nundinella,GA,1,GBIF
Frumenta nundinella,IL,6,GBIF
Frumenta nundinella,IN,8,GBIF
Frumenta nundinella,KY,3,GBIF
Frumenta nundinella,LA,3,GBIF
Frumenta nundinella,MA,1,GBIF
Frumenta nundinella,MD,19,GBIF
Frumenta nundinella,MI,34,GBIF
Frumenta nundinella,MO,2,GBIF
Frumenta nundinella,MS,1,GBIF
Frumenta nundinella,NC,10,GBIF
Frumenta nundinella,NJ,3,GBIF
Frumenta nundinella,NY,7,GBIF
Frumenta nundinella,OH,6,GBIF
Frumenta nundinella,OK,3,GBIF
Frumenta nundinella,PA,7,GBIF
Frumenta nundinella,RI,1,GBIF
Frumenta nundinella,TN,3,GBIF
Frumenta nundinella,TX,7,GBIF
Frumenta nundinella,VA,2,GBIF
Frumenta nundinella,WI,2,GBIF
Fulgoraecia exigua,AL,70,GBIF
Fulgoraecia exigua,AR,14,GBIF
Fulgoraecia exigua,AZ,8,GBIF
Fulgoraecia exigua,CA,44,GBIF
Fulgoraecia exigua,CT,15,GBIF
Fulgoraecia exigua,DC,4,GBIF
Fulgoraecia exigua,DE,15,GBIF
Fulgoraecia exigua,FL,1,GBIF
Fulgoraecia exigua,GA,43,GBIF
Fulgoraecia exigua,IL,51,GBIF
Fulgoraecia exigua,IN,80,GBIF
Fulgoraecia exigua,KS,18,GBIF
Fulgoraecia exigua,KY,16,GBIF
Fulgoraecia exigua,LA,8,GBIF
Fulgoraecia exigua,MD,154,GBIF
Fulgoraecia exigua,MI,9,GBIF
Fulgoraecia exigua,MO,33,GBIF
Fulgoraecia exigua,MS,12,GBIF
Fulgoraecia exigua,NC,39,GBIF
Fulgoraecia exigua,NE,1,GBIF
Fulgoraecia exigua,NJ,101,GBIF
Fulgoraecia exigua,NY,55,GBIF
Fulgoraecia exigua,OH,259,GBIF
Fulgoraecia exigua,OK,6,GBIF
Fulgoraecia exigua,PA,206,GBIF
Fulgoraecia exigua,SC,9,GBIF
Fulgoraecia exigua,TN,47,GBIF
Fulgoraecia exigua,TX,11,GBIF
Fulgoraecia exigua,VA,99,GBIF
Fulgoraecia exigua,WV,5,GBIF
Fumibotys fumalis,AL,17,GBIF
Fumibotys fumalis,AR,1,GBIF
Fumibotys fumalis,CO,7,GBIF
Fumibotys fumalis,CT,13,GBIF
Fumibotys fumalis,DE,3,GBIF
Fumibotys fumalis,FL,3,GBIF
Fumibotys fumalis,GA,3,GBIF
Fumibotys fumalis,ID,2,GBIF
Fumibotys fumalis,IL,10,GBIF
Fumibotys fumalis,IN,7,GBIF
Fumibotys fumalis,KS,4,GBIF
Fumibotys fumalis,KY,3,GBIF
Fumibotys fumalis,MA,119,GBIF
Fumibotys fumalis,MD,21,GBIF
Fumibotys fumalis,ME,27,GBIF
Fumibotys fumalis,MI,44,GBIF
Fumibotys fumalis,MN,38,GBIF
Fumibotys fumalis,MO,1,GBIF
Fumibotys fumalis,MS,1,GBIF
Fumibotys fumalis,MT,10,GBIF
Fumibotys fumalis,NC,12,GBIF
Fumibotys fumalis,ND,1,GBIF
Fumibotys fumalis,NE,3,GBIF
Fumibotys fumalis,NH,32,GBIF
Fumibotys fumalis,NJ,15,GBIF
Fumibotys fumalis,NY,35,GBIF
Fumibotys fumalis,OH,36,GBIF
Fumibotys fumalis,OK,7,GBIF
Fumibotys fumalis,OR,4,GBIF
Fumibotys fumalis,PA,26,GBIF
Fumibotys fumalis,RI,2,GBIF
Fumibotys fumalis,SC,4,GBIF
Fumibotys fumalis,SD,2,GBIF
Fumibotys fumalis,TN,2,GBIF
Fumibotys fumalis,TX,7,GBIF
Fumibotys fumalis,VA,12,GBIF
Fumibotys fumalis,VT,86,GBIF
Fumibotys fumalis,WA,7,GBIF
Fumibotys fumalis,WI,32,GBIF
Fumibotys fumalis,WV,11,GBIF
Fundella ignobilis,TX,1,GBIF
Furcula borealis,AL,89,GBIF
Furcula borealis,AR,18,GBIF
Furcula borealis,CT,61,GBIF
Furcula borealis,DC,2,GBIF
Furcula borealis,DE,9,GBIF
Furcula borealis,FL,8,GBIF
Furcula borealis,GA,24,GBIF
Furcula borealis,IA,1,GBIF
Furcula borealis,IL,18,GBIF
Furcula borealis,IN,8,GBIF
Furcula borealis,KS,2,GBIF
Furcula borealis,KY,23,GBIF
Furcula borealis,LA,38,GBIF
Furcula borealis,MA,205,GBIF
Furcula borealis,MD,60,GBIF
Furcula borealis,ME,10,GBIF
Furcula borealis,MI,53,GBIF
Furcula borealis,MN,3,GBIF
Furcula borealis,MO,13,GBIF
Furcula borealis,MS,3,GBIF
Furcula borealis,NC,67,GBIF
Furcula borealis,NH,9,GBIF
Furcula borealis,NJ,23,GBIF
Furcula borealis,NY,92,GBIF
Furcula borealis,OH,75,GBIF
Furcula borealis,OK,1,GBIF
Furcula borealis,PA,55,GBIF
Furcula borealis,RI,5,GBIF
Furcula borealis,SC,14,GBIF
Furcula borealis,TN,35,GBIF
Furcula borealis,TX,63,GBIF
Furcula borealis,VA,53,GBIF
Furcula borealis,VT,101,GBIF
Furcula borealis,WI,47,GBIF
Furcula borealis,WV,31,GBIF
Furcula cinerea,AK,1,GBIF
Furcula cinerea,AL,47,GBIF
Furcula cinerea,AR,11,GBIF
Furcula cinerea,CA,150,GBIF
Furcula cinerea,CO,10,GBIF
Furcula cinerea,CT,22,GBIF
Furcula cinerea,FL,16,GBIF
Furcula cinerea,GA,7,GBIF
Furcula cinerea,IA,10,GBIF
Furcula cinerea,ID,2,GBIF
Furcula cinerea,IL,14,GBIF
Furcula cinerea,IN,22,GBIF
Furcula cinerea,KS,13,GBIF
Furcula cinerea,KY,11,GBIF
Furcula cinerea,LA,22,GBIF
Furcula cinerea,MA,38,GBIF
Furcula cinerea,MD,21,GBIF
Furcula cinerea,ME,30,GBIF
Furcula cinerea,MI,35,GBIF
Furcula cinerea,MN,7,GBIF
Furcula cinerea,MO,19,GBIF
Furcula cinerea,MS,4,GBIF
Furcula cinerea,MT,32,GBIF
Furcula cinerea,NC,11,GBIF
Furcula cinerea,NE,12,GBIF
Furcula cinerea,NH,10,GBIF
Furcula cinerea,NJ,5,GBIF
Furcula cinerea,NM,6,GBIF
Furcula cinerea,NV,6,GBIF
Furcula cinerea,NY,50,GBIF
Furcula cinerea,OH,34,GBIF
Furcula cinerea,OK,114,GBIF
Furcula cinerea,OR,6,GBIF
Furcula cinerea,PA,14,GBIF
Furcula cinerea,RI,2,GBIF
Furcula cinerea,SC,5,GBIF
Furcula cinerea,SD,2,GBIF
Furcula cinerea,TN,13,GBIF
Furcula cinerea,TX,237,GBIF
Furcula cinerea,UT,1,GBIF
Furcula cinerea,VA,24,GBIF
Furcula cinerea,VT,55,GBIF
Furcula cinerea,WA,12,GBIF
Furcula cinerea,WI,26,GBIF
Furcula cinerea,WV,4,GBIF
Furcula furcula,AK,1,GBIF
Furcula modesta,CO,4,GBIF
Furcula modesta,ID,1,GBIF
Furcula modesta,MA,3,GBIF
Furcula modesta,ME,21,GBIF
Furcula modesta,MI,23,GBIF
Furcula modesta,MN,44,GBIF
Furcula modesta,MT,21,GBIF
Furcula modesta,NH,3,GBIF
Furcula modesta,NY,27,GBIF
Furcula modesta,OH,1,GBIF
Furcula modesta,PA,6,GBIF
Furcula modesta,VT,38,GBIF
Furcula modesta,WI,19,GBIF
