scientific_name,state_code,observation_count,source
Abablemma bilineata,TX,72,GBIF
Abablemma brimleyana,AL,13,GBIF
Abablemma brimleyana,AR,2,GBIF
Abablemma brimleyana,DE,8,GBIF
Abablemma brimleyana,FL,29,GBIF
Abablemma brimleyana,GA,10,GBIF
Abablemma brimleyana,LA,13,GBIF
Abablemma brimleyana,MD,14,GBIF
Abablemma brimleyana,MS,3,GBIF
Abablemma brimleyana,NC,30,GBIF
Abablemma brimleyana,NJ,123,GBIF
Abablemma brimleyana,SC,15,GBIF
Abablemma brimleyana,TN,3,GBIF
Abablemma brimleyana,TX,81,GBIF
Abablemma brimleyana,VA,4,GBIF
Abablemma duomaculata,TX,143,GBIF
Abacena mundula,AR,2,GBIF
Abacena mundula,FL,1,GBIF
Abacena mundula,GA,1,GBIF
Abacena mundula,KS,1,GBIF
Abacena mundula,LA,2,GBIF
Abacena mundula,OK,25,GBIF
Abacena mundula,TX,469,GBIF
Abaeis boisduvaliana,TX,1,GBIF
Abaeis mexicana,AZ,17,GBIF
Abaeis mexicana,CO,2,GBIF
Abaeis mexicana,OK,3,GBIF
Abaeis nicippe,AL,1157,GBIF
Abaeis nicippe,AR,403,GBIF
Abaeis nicippe,AZ,3086,GBIF
Abaeis nicippe,CA,425,GBIF
Abaeis nicippe,CO,34,GBIF
Abaeis nicippe,CT,4,GBIF
Abaeis nicippe,DC,48,GBIF
Abaeis nicippe,DE,64,GBIF
Abaeis nicippe,FL,1368,GBIF
Abaeis nicippe,GA,1426,GBIF
Abaeis nicippe,HI,265,GBIF
Abaeis nicippe,IA,19,GBIF
Abaeis nicippe,IL,110,GBIF
Abaeis nicippe,IN,27,GBIF
Abaeis nicippe,KS,102,GBIF
Abaeis nicippe,KY,74,GBIF
Abaeis nicippe,LA,282,GBIF
Abaeis nicippe,MD,991,GBIF
Abaeis nicippe,MI,1,GBIF
Abaeis nicippe,MN,2,GBIF
Abaeis nicippe,MO,180,GBIF
Abaeis nicippe,MS,234,GBIF
Abaeis nicippe,NC,1783,GBIF
Abaeis nicippe,ND,4,GBIF
Abaeis nicippe,NE,19,GBIF
Abaeis nicippe,NJ,176,GBIF
Abaeis nicippe,NM,692,GBIF
Abaeis nicippe,NV,50,GBIF
Abaeis nicippe,OH,182,GBIF
Abaeis nicippe,OK,224,GBIF
Abaeis nicippe,PA,148,GBIF
Abaeis nicippe,RI,3,GBIF
Abaeis nicippe,SC,2215,GBIF
Abaeis nicippe,TN,731,GBIF
Abaeis nicippe,TX,9318,GBIF
Abaeis nicippe,UT,7,GBIF
Abaeis nicippe,VA,1512,GBIF
Abaeis nicippe,WI,9,GBIF
Abaeis nicippe,WV,55,GBIF
Abagrotis alampeta,AZ,11,GBIF
Abagrotis alampeta,NM,38,GBIF
Abagrotis alternata,AL,9,GBIF
Abagrotis alternata,AR,6,GBIF
Abagrotis alternata,AZ,1,GBIF
Abagrotis alternata,CO,3,GBIF
Abagrotis alternata,CT,45,GBIF
Abagrotis alternata,DE,18,GBIF
Abagrotis alternata,GA,6,GBIF
Abagrotis alternata,IA,1,GBIF
Abagrotis alternata,IL,17,GBIF
Abagrotis alternata,IN,11,GBIF
Abagrotis alternata,KY,4,GBIF
Abagrotis alternata,LA,1,GBIF
Abagrotis alternata,MA,129,GBIF
Abagrotis alternata,MD,100,GBIF
Abagrotis alternata,ME,1,GBIF
Abagrotis alternata,MI,66,GBIF
Abagrotis alternata,MN,12,GBIF
Abagrotis alternata,MO,29,GBIF
Abagrotis alternata,MS,7,GBIF
Abagrotis alternata,MT,3,GBIF
Abagrotis alternata,NC,38,GBIF
Abagrotis alternata,NH,1,GBIF
Abagrotis alternata,NJ,37,GBIF
Abagrotis alternata,NY,62,GBIF
Abagrotis alternata,OH,13,GBIF
Abagrotis alternata,OK,13,GBIF
Abagrotis alternata,PA,86,GBIF
Abagrotis alternata,RI,3,GBIF
Abagrotis alternata,SC,4,GBIF
Abagrotis alternata,TN,20,GBIF
Abagrotis alternata,TX,1,GBIF
Abagrotis alternata,VA,14,GBIF
Abagrotis alternata,VT,6,GBIF
Abagrotis alternata,WI,18,GBIF
Abagrotis alternata,WV,6,GBIF
Abagrotis anchocelioides,CT,2,GBIF
Abagrotis anchocelioides,IA,1,GBIF
Abagrotis anchocelioides,MA,6,GBIF
Abagrotis anchocelioides,MD,1,GBIF
Abagrotis anchocelioides,MI,2,GBIF
Abagrotis anchocelioides,NC,16,GBIF
Abagrotis anchocelioides,NY,10,GBIF
Abagrotis anchocelioides,OH,3,GBIF
Abagrotis anchocelioides,PA,3,GBIF
Abagrotis anchocelioides,TN,1,GBIF
Abagrotis anchocelioides,VA,1,GBIF
Abagrotis anchocelioides,VT,3,GBIF
Abagrotis anchocelioides,WI,3,GBIF
Abagrotis anchocelioides,WV,2,GBIF
Abagrotis apposita,CA,6,GBIF
Abagrotis apposita,ID,5,GBIF
Abagrotis apposita,MT,19,GBIF
Abagrotis apposita,OR,6,GBIF
Abagrotis apposita,WA,7,GBIF
Abagrotis baueri,CA,7,GBIF
Abagrotis baueri,OR,3,GBIF
Abagrotis baueri,WA,1,GBIF
Abagrotis bimarginalis,AZ,10,GBIF
Abagrotis bimarginalis,CO,63,GBIF
Abagrotis bimarginalis,MT,15,GBIF
Abagrotis bimarginalis,NM,16,GBIF
Abagrotis bimarginalis,WY,5,GBIF
Abagrotis brunneipennis,CA,1,GBIF
Abagrotis brunneipennis,MA,5,GBIF
Abagrotis brunneipennis,MI,29,GBIF
Abagrotis brunneipennis,MN,1,GBIF
Abagrotis brunneipennis,MT,13,GBIF
Abagrotis brunneipennis,NE,1,GBIF
Abagrotis brunneipennis,VT,1,GBIF
Abagrotis cupida,IL,2,GBIF
Abagrotis cupida,MA,10,GBIF
Abagrotis cupida,MD,19,GBIF
Abagrotis cupida,MI,9,GBIF
Abagrotis cupida,MN,3,GBIF
Abagrotis cupida,MO,1,GBIF
Abagrotis cupida,MT,17,GBIF
Abagrotis cupida,NJ,6,GBIF
Abagrotis cupida,NY,2,GBIF
Abagrotis cupida,UT,1,GBIF
Abagrotis cupida,WA,1,GBIF
Abagrotis denticulata,CA,12,GBIF
Abagrotis denticulata,MT,1,GBIF
Abagrotis dickeli,UT,1,GBIF
Abagrotis discoidalis,AZ,1,GBIF
Abagrotis discoidalis,CA,10,GBIF
Abagrotis discoidalis,CO,3,GBIF
Abagrotis discoidalis,ID,10,GBIF
Abagrotis discoidalis,MT,7,GBIF
Abagrotis discoidalis,NM,3,GBIF
Abagrotis discoidalis,NV,1,GBIF
Abagrotis discoidalis,OR,2,GBIF
Abagrotis discoidalis,UT,9,GBIF
Abagrotis discoidalis,WA,2,GBIF
Abagrotis discoidalis,WY,1,GBIF
Abagrotis dodi,CO,1,GBIF
Abagrotis dodi,ID,13,GBIF
Abagrotis dodi,MT,14,GBIF
Abagrotis dodi,OR,1,GBIF
Abagrotis dodi,WA,14,GBIF
Abagrotis duanca,CA,16,GBIF
Abagrotis duanca,CO,2,GBIF
Abagrotis duanca,ID,7,GBIF
Abagrotis duanca,MT,81,GBIF
Abagrotis duanca,NV,2,GBIF
Abagrotis duanca,OR,6,GBIF
Abagrotis duanca,UT,8,GBIF
Abagrotis duanca,WA,5,GBIF
Abagrotis duanca,WY,3,GBIF
Abagrotis erratica,CA,3,GBIF
Abagrotis erratica,MT,14,GBIF
Abagrotis erratica,OR,3,GBIF
Abagrotis erratica,WA,2,GBIF
Abagrotis forbesi,AZ,8,GBIF
Abagrotis forbesi,CA,19,GBIF
Abagrotis forbesi,CO,1,GBIF
Abagrotis forbesi,ID,10,GBIF
Abagrotis forbesi,MT,33,GBIF
Abagrotis forbesi,NE,4,GBIF
Abagrotis forbesi,NM,1,GBIF
Abagrotis forbesi,OR,7,GBIF
Abagrotis forbesi,UT,1,GBIF
Abagrotis forbesi,WA,11,GBIF
Abagrotis forbesi,WY,3,GBIF
Abagrotis glenni,AZ,3,GBIF
Abagrotis glenni,CA,15,GBIF
Abagrotis glenni,CO,10,GBIF
Abagrotis glenni,ID,1,GBIF
Abagrotis glenni,MT,59,GBIF
Abagrotis glenni,NE,2,GBIF
Abagrotis glenni,NM,1,GBIF
Abagrotis glenni,OR,4,GBIF
Abagrotis glenni,UT,2,GBIF
Abagrotis glenni,WA,1,GBIF
Abagrotis hennei,CA,3,GBIF
Abagrotis hermina,CA,1,GBIF
Abagrotis hermina,CO,1,GBIF
Abagrotis hermina,MT,10,GBIF
Abagrotis hermina,NV,1,GBIF
Abagrotis kirkwoodi,CA,6,GBIF
Abagrotis magnicupida,GA,3,GBIF
Abagrotis magnicupida,MA,4,GBIF
Abagrotis magnicupida,MD,5,GBIF
Abagrotis magnicupida,MI,1,GBIF
Abagrotis magnicupida,NJ,4,GBIF
Abagrotis magnicupida,NY,9,GBIF
Abagrotis magnicupida,WV,1,GBIF
Abagrotis mexicana,AZ,2,GBIF
Abagrotis mexicana,NM,2,GBIF
Abagrotis mexicana,TX,1,GBIF
Abagrotis mirabilis,AZ,2,GBIF
Abagrotis mirabilis,CA,39,GBIF
Abagrotis mirabilis,CO,16,GBIF
Abagrotis mirabilis,MT,13,GBIF
Abagrotis mirabilis,NE,2,GBIF
Abagrotis mirabilis,NM,13,GBIF
Abagrotis mirabilis,NV,1,GBIF
Abagrotis mirabilis,OR,1,GBIF
Abagrotis mirabilis,UT,2,GBIF
Abagrotis mirabilis,WA,9,GBIF
Abagrotis mirabilis,WY,2,GBIF
Abagrotis nanalis,CO,2,GBIF
Abagrotis nanalis,ID,1,GBIF
Abagrotis nanalis,MT,29,GBIF
Abagrotis nanalis,NV,1,GBIF
Abagrotis nanalis,OR,1,GBIF
Abagrotis nanalis,UT,2,GBIF
Abagrotis nanalis,WY,6,GBIF
Abagrotis nefascia,AZ,1,GBIF
Abagrotis nefascia,CA,8,GBIF
Abagrotis nefascia,CO,11,GBIF
Abagrotis nefascia,ID,11,GBIF
Abagrotis nefascia,MA,22,GBIF
Abagrotis nefascia,MT,15,GBIF
Abagrotis nefascia,NV,1,GBIF
Abagrotis nefascia,NY,2,GBIF
Abagrotis nefascia,OR,1,GBIF
Abagrotis nefascia,UT,7,GBIF
Abagrotis nefascia,WA,19,GBIF
Abagrotis nefascia,WY,7,GBIF
Abagrotis orbis,AZ,24,GBIF
Abagrotis orbis,CA,26,GBIF
Abagrotis orbis,CO,4,GBIF
Abagrotis orbis,ID,4,GBIF
Abagrotis orbis,MI,1,GBIF
Abagrotis orbis,MT,12,GBIF
Abagrotis orbis,NE,1,GBIF
Abagrotis orbis,NM,39,GBIF
Abagrotis orbis,OR,4,GBIF
Abagrotis orbis,UT,1,GBIF
Abagrotis orbis,WA,2,GBIF
Abagrotis petalama,OR,12,GBIF
Abagrotis placida,AK,21,GBIF
Abagrotis placida,AZ,2,GBIF
Abagrotis placida,CA,7,GBIF
Abagrotis placida,CO,6,GBIF
Abagrotis placida,IA,1,GBIF
Abagrotis placida,ID,6,GBIF
Abagrotis placida,MI,3,GBIF
Abagrotis placida,MN,1,GBIF
Abagrotis placida,MT,48,GBIF
Abagrotis placida,NM,8,GBIF
Abagrotis placida,OR,6,GBIF
Abagrotis placida,UT,7,GBIF
Abagrotis placida,WA,2,GBIF
Abagrotis pulchrata,OR,7,GBIF
Abagrotis pulchrata,WA,2,GBIF
Abagrotis reedi,CA,7,GBIF
Abagrotis reedi,CO,5,GBIF
Abagrotis reedi,ID,9,GBIF
Abagrotis reedi,MT,30,GBIF
Abagrotis reedi,NM,20,GBIF
Abagrotis reedi,NV,1,GBIF
Abagrotis reedi,OR,3,GBIF
Abagrotis reedi,UT,3,GBIF
Abagrotis reedi,WA,5,GBIF
Abagrotis rubricundis,CA,11,GBIF
Abagrotis scopeops,CA,16,GBIF
Abagrotis scopeops,CO,2,GBIF
Abagrotis scopeops,ID,7,GBIF
Abagrotis scopeops,MT,33,GBIF
Abagrotis scopeops,OR,3,GBIF
Abagrotis scopeops,UT,2,GBIF
Abagrotis scopeops,WA,19,GBIF
Abagrotis scopeops,WY,1,GBIF
Abagrotis striata,AZ,1,GBIF
Abagrotis striata,CO,1,GBIF
Abagrotis striata,NM,19,GBIF
Abagrotis trigona,CA,16,GBIF
Abagrotis trigona,CO,4,GBIF
Abagrotis trigona,GA,7,GBIF
Abagrotis trigona,ID,3,GBIF
Abagrotis trigona,MT,48,GBIF
Abagrotis trigona,NM,15,GBIF
Abagrotis trigona,OK,1,GBIF
Abagrotis trigona,OR,5,GBIF
Abagrotis trigona,UT,3,GBIF
Abagrotis trigona,WA,4,GBIF
Abagrotis trigona,WY,1,GBIF
Abagrotis turbulenta,MT,11,GBIF
Abagrotis turbulenta,UT,1,GBIF
Abagrotis variata,CA,2,GBIF
Abagrotis variata,CO,5,GBIF
Abagrotis variata,MT,3,GBIF
Abagrotis variata,NM,4,GBIF
Abagrotis variata,OR,5,GBIF
Abagrotis variata,WA,3,GBIF
Abagrotis vittifrons,CA,9,GBIF
Abagrotis vittifrons,CO,27,GBIF
Abagrotis vittifrons,ID,2,GBIF
Abagrotis vittifrons,MT,63,GBIF
Abagrotis vittifrons,NV,1,GBIF
Abagrotis vittifrons,OR,3,GBIF
Abagrotis vittifrons,UT,1,GBIF
Abagrotis vittifrons,WY,48,GBIF
Abegesta concha,AZ,1,GBIF
Abegesta concha,NM,2,GBIF
Abegesta reluctalis,AZ,23,GBIF
Abegesta reluctalis,CA,5,GBIF
Abegesta reluctalis,CO,3,GBIF
Abegesta reluctalis,KS,1,GBIF
Abegesta reluctalis,NM,4,GBIF
Abegesta reluctalis,TX,19,GBIF
Abegesta remellalis,AZ,7,GBIF
Abegesta remellalis,CA,82,GBIF
Abegesta remellalis,CO,1,GBIF
Abegesta remellalis,NM,3,GBIF
Abegesta remellalis,TX,19,GBIF
Abrenthia cuprea,DE,1,GBIF
Abrenthia cuprea,MA,1,GBIF
Abrenthia cuprea,MD,3,GBIF
Abrenthia cuprea,NC,2,GBIF
Abrenthia cuprea,OH,1,GBIF
Abrenthia cuprea,PA,1,GBIF
Abrenthia cuprea,VA,1,GBIF
Abrostola microvalis,NM,2,GBIF
Abrostola microvalis,OK,1,GBIF
Abrostola microvalis,TX,252,GBIF
Abrostola ovalis,AL,1,GBIF
Abrostola ovalis,AR,1,GBIF
Abrostola ovalis,CT,2,GBIF
Abrostola ovalis,IA,4,GBIF
Abrostola ovalis,IL,2,GBIF
Abrostola ovalis,IN,2,GBIF
Abrostola ovalis,KY,3,GBIF
Abrostola ovalis,MA,1,GBIF
Abrostola ovalis,MD,2,GBIF
Abrostola ovalis,ME,2,GBIF
Abrostola ovalis,MI,2,GBIF
Abrostola ovalis,MN,5,GBIF
Abrostola ovalis,NC,16,GBIF
Abrostola ovalis,NE,1,GBIF
Abrostola ovalis,NY,6,GBIF
Abrostola ovalis,OH,7,GBIF
Abrostola ovalis,PA,10,GBIF
Abrostola ovalis,TN,1,GBIF
Abrostola ovalis,VA,3,GBIF
Abrostola ovalis,VT,3,GBIF
Abrostola ovalis,WI,5,GBIF
Abrostola ovalis,WV,1,GBIF
Abrostola parvula,AZ,1,GBIF
Abrostola parvula,CA,3,GBIF
Abrostola parvula,NV,2,GBIF
Abrostola urentis,CT,28,GBIF
Abrostola urentis,DE,3,GBIF
Abrostola urentis,IA,12,GBIF
Abrostola urentis,IL,10,GBIF
Abrostola urentis,IN,8,GBIF
Abrostola urentis,KS,1,GBIF
Abrostola urentis,KY,2,GBIF
Abrostola urentis,MA,23,GBIF
Abrostola urentis,MD,1,GBIF
Abrostola urentis,MI,19,GBIF
Abrostola urentis,MN,16,GBIF
Abrostola urentis,MO,2,GBIF
Abrostola urentis,MT,1,GBIF
Abrostola urentis,ND,1,GBIF
Abrostola urentis,NE,9,GBIF
Abrostola urentis,NJ,2,GBIF
Abrostola urentis,NY,14,GBIF
Abrostola urentis,OH,21,GBIF
Abrostola urentis,OK,1,GBIF
Abrostola urentis,PA,19,GBIF
Abrostola urentis,RI,2,GBIF
Abrostola urentis,SD,6,GBIF
Abrostola urentis,VA,1,GBIF
Abrostola urentis,VT,47,GBIF
Abrostola urentis,WA,13,GBIF
Abrostola urentis,WI,30,GBIF
Abrostola urentis,WV,1,GBIF
Acallis alticolalis,CT,2,GBIF
Acallis alticolalis,MA,10,GBIF
Acallis alticolalis,MD,2,GBIF
Acallis alticolalis,ME,3,GBIF
Acallis alticolalis,NC,1,GBIF
Acallis alticolalis,NH,5,GBIF
Acallis alticolalis,NY,4,GBIF
Acallis alticolalis,PA,1,GBIF
Acallis alticolalis,RI,2,GBIF
Acallis alticolalis,VT,14,GBIF
Acallis gripalis,AZ,3,GBIF
Acallis gripalis,CA,14,GBIF
Acallis gripalis,CO,3,GBIF
Acallis gripalis,MT,7,GBIF
Acallis gripalis,NM,4,GBIF
Acallis gripalis,TX,1,GBIF
Acalyptris bicornutus,FL,6,GBIF
Acalyptris bipinnatellus,FL,1,GBIF
Acalyptris lotella,CA,5,GBIF
Acalyptris tenuijuxtus,FL,2,GBIF
Acalyptris tenuijuxtus,MS,1,GBIF
Acalyptris tenuijuxtus,NC,2,GBIF
Acalyptris thoracealbella,MA,3,GBIF
Acalyptris thoracealbella,NY,3,GBIF
Acanthopteroctetes aurulenta,CO,1,GBIF
Acanthopteroctetes bimaculata,CA,1,GBIF
Acanthopteroctetes bimaculata,CO,2,GBIF
Acanthopteroctetes unifascia,CA,14,GBIF
Acanthotoca graefii,CA,1,GBIF
Acanthotoca graefii,TX,60,GBIF
Acasis viridata,AK,18,GBIF
Acasis viridata,CA,5,GBIF
Acasis viridata,CO,5,GBIF
Acasis viridata,CT,2,GBIF
Acasis viridata,GA,1,GBIF
Acasis viridata,KY,2,GBIF
Acasis viridata,MA,7,GBIF
Acasis viridata,MD,4,GBIF
Acasis viridata,ME,11,GBIF
Acasis viridata,MI,23,GBIF
Acasis viridata,MN,15,GBIF
Acasis viridata,NC,4,GBIF
Acasis viridata,NH,4,GBIF
Acasis viridata,NY,8,GBIF
Acasis viridata,OH,14,GBIF
Acasis viridata,OR,5,GBIF
Acasis viridata,PA,11,GBIF
Acasis viridata,TN,5,GBIF
Acasis viridata,UT,1,GBIF
Acasis viridata,VA,6,GBIF
Acasis viridata,VT,35,GBIF
Acasis viridata,WA,7,GBIF
Acasis viridata,WI,7,GBIF
Acasis viridata,WV,2,GBIF
Acentria ephemerella,CA,3,GBIF
Acentria ephemerella,CO,10,GBIF
Acentria ephemerella,IL,10,GBIF
Acentria ephemerella,MD,2,GBIF
Acentria ephemerella,MI,3,GBIF
Acentria ephemerella,MN,8,GBIF
Acentria ephemerella,MT,12,GBIF
Acentria ephemerella,NY,17,GBIF
Acentria ephemerella,PA,2,GBIF
Acentria ephemerella,SD,2,GBIF
Acentria ephemerella,UT,2,GBIF
Acentria ephemerella,WI,3,GBIF
Acerra normalis,CA,81,GBIF
Acerra normalis,ID,12,GBIF
Acerra normalis,MT,78,GBIF
Acerra normalis,NV,1,GBIF
Acerra normalis,OR,33,GBIF
Acerra normalis,WA,33,GBIF
Achaea echo,FL,5,GBIF
Achaea janata,HI,120,GBIF
Achalarus albociliatus,AZ,1,GBIF
Achalarus albociliatus,TX,4,GBIF
Achalarus casica,AZ,15,GBIF
Achalarus casica,TX,6,GBIF
Achalarus jalapus,TX,3,GBIF
Achalarus lyciades,AL,2,GBIF
Achalarus lyciades,AR,36,GBIF
Achalarus lyciades,CT,7,GBIF
Achalarus lyciades,DE,1,GBIF
Achalarus lyciades,FL,7,GBIF
Achalarus lyciades,GA,28,GBIF
Achalarus lyciades,IL,9,GBIF
Achalarus lyciades,KY,1,GBIF
Achalarus lyciades,LA,7,GBIF
Achalarus lyciades,MA,4,GBIF
Achalarus lyciades,MD,8,GBIF
Achalarus lyciades,MI,14,GBIF
Achalarus lyciades,MN,2,GBIF
Achalarus lyciades,MO,10,GBIF
Achalarus lyciades,MS,6,GBIF
Achalarus lyciades,NC,51,GBIF
Achalarus lyciades,ND,1,GBIF
Achalarus lyciades,NJ,6,GBIF
Achalarus lyciades,NY,22,GBIF
Achalarus lyciades,OH,9,GBIF
Achalarus lyciades,OK,15,GBIF
Achalarus lyciades,PA,3,GBIF
Achalarus lyciades,SC,128,GBIF
Achalarus lyciades,TN,14,GBIF
Achalarus lyciades,TX,8,GBIF
Achalarus lyciades,VA,26,GBIF
Achalarus lyciades,WV,1,GBIF
Achalarus toxeus,TX,64,GBIF
Acharia stimulea,AL,281,GBIF
Acharia stimulea,AR,17,GBIF
Acharia stimulea,CT,202,GBIF
Acharia stimulea,DC,12,GBIF
Acharia stimulea,DE,40,GBIF
Acharia stimulea,FL,366,GBIF
Acharia stimulea,GA,379,GBIF
Acharia stimulea,IL,30,GBIF
Acharia stimulea,IN,104,GBIF
Acharia stimulea,KS,2,GBIF
Acharia stimulea,KY,197,GBIF
Acharia stimulea,LA,150,GBIF
Acharia stimulea,MA,9,GBIF
Acharia stimulea,MD,558,GBIF
Acharia stimulea,MI,40,GBIF
Acharia stimulea,MO,53,GBIF
Acharia stimulea,MS,104,GBIF
Acharia stimulea,NC,617,GBIF
Acharia stimulea,NJ,133,GBIF
Acharia stimulea,NY,157,GBIF
Acharia stimulea,OH,440,GBIF
Acharia stimulea,OK,1,GBIF
Acharia stimulea,PA,359,GBIF
Acharia stimulea,RI,40,GBIF
Acharia stimulea,SC,130,GBIF
Acharia stimulea,TN,312,GBIF
Acharia stimulea,TX,94,GBIF
Acharia stimulea,VA,544,GBIF
Acharia stimulea,WV,123,GBIF
Achatia confusa,AL,122,GBIF
Achatia confusa,AR,7,GBIF
Achatia confusa,CT,64,GBIF
Achatia confusa,DE,10,GBIF
Achatia confusa,FL,16,GBIF
Achatia confusa,GA,25,GBIF
Achatia confusa,IL,6,GBIF
Achatia confusa,IN,6,GBIF
Achatia confusa,KY,25,GBIF
Achatia confusa,LA,5,GBIF
Achatia confusa,MA,110,GBIF
Achatia confusa,MD,94,GBIF
Achatia confusa,ME,6,GBIF
Achatia confusa,MI,24,GBIF
Achatia confusa,MN,5,GBIF
Achatia confusa,MO,26,GBIF
Achatia confusa,MS,3,GBIF
Achatia confusa,NC,123,GBIF
Achatia confusa,NH,25,GBIF
Achatia confusa,NJ,26,GBIF
Achatia confusa,NY,72,GBIF
Achatia confusa,OH,68,GBIF
Achatia confusa,OK,20,GBIF
Achatia confusa,PA,180,GBIF
Achatia confusa,RI,17,GBIF
Achatia confusa,SC,11,GBIF
Achatia confusa,TN,54,GBIF
Achatia confusa,TX,21,GBIF
Achatia confusa,VA,52,GBIF
Achatia confusa,VT,83,GBIF
Achatia confusa,WI,26,GBIF
Achatia confusa,WV,36,GBIF
Achatia distincta,AL,142,GBIF
Achatia distincta,AR,9,GBIF
Achatia distincta,CT,200,GBIF
Achatia distincta,DC,1,GBIF
Achatia distincta,DE,7,GBIF
Achatia distincta,FL,7,GBIF
Achatia distincta,GA,16,GBIF
Achatia distincta,IA,3,GBIF
Achatia distincta,IL,16,GBIF
Achatia distincta,IN,20,GBIF
Achatia distincta,KS,1,GBIF
Achatia distincta,KY,25,GBIF
Achatia distincta,LA,10,GBIF
Achatia distincta,MA,163,GBIF
Achatia distincta,MD,68,GBIF
Achatia distincta,ME,11,GBIF
Achatia distincta,MI,25,GBIF
Achatia distincta,MN,3,GBIF
Achatia distincta,MO,35,GBIF
Achatia distincta,MS,3,GBIF
Achatia distincta,MT,58,GBIF
Achatia distincta,NC,76,GBIF
Achatia distincta,NE,5,GBIF
Achatia distincta,NH,9,GBIF
Achatia distincta,NJ,27,GBIF
Achatia distincta,NY,141,GBIF
Achatia distincta,OH,106,GBIF
Achatia distincta,OK,28,GBIF
Achatia distincta,PA,202,GBIF
Achatia distincta,RI,4,GBIF
Achatia distincta,SC,17,GBIF
Achatia distincta,SD,1,GBIF
Achatia distincta,TN,36,GBIF
Achatia distincta,TX,28,GBIF
Achatia distincta,VA,47,GBIF
Achatia distincta,VT,100,GBIF
Achatia distincta,WI,105,GBIF
Achatia distincta,WV,32,GBIF
Achatia evicta,AL,1,GBIF
Achatia evicta,AR,1,GBIF
Achatia evicta,CT,118,GBIF
Achatia evicta,GA,6,GBIF
Achatia evicta,IA,1,GBIF
Achatia evicta,IL,5,GBIF
Achatia evicta,IN,2,GBIF
Achatia evicta,KY,8,GBIF
Achatia evicta,MA,119,GBIF
Achatia evicta,MD,36,GBIF
Achatia evicta,ME,26,GBIF
Achatia evicta,MI,28,GBIF
Achatia evicta,MN,17,GBIF
Achatia evicta,MT,47,GBIF
Achatia evicta,NC,62,GBIF
Achatia evicta,NE,1,GBIF
Achatia evicta,NH,7,GBIF
Achatia evicta,NJ,24,GBIF
Achatia evicta,NY,65,GBIF
Achatia evicta,OH,17,GBIF
Achatia evicta,OK,1,GBIF
Achatia evicta,PA,62,GBIF
Achatia evicta,RI,3,GBIF
Achatia evicta,SC,4,GBIF
Achatia evicta,TN,10,GBIF
Achatia evicta,TX,1,GBIF
Achatia evicta,VA,14,GBIF
Achatia evicta,VT,94,GBIF
Achatia evicta,WI,39,GBIF
Achatia evicta,WV,4,GBIF
Achatia latex,AL,17,GBIF
Achatia latex,AR,1,GBIF
Achatia latex,CT,48,GBIF
Achatia latex,DE,4,GBIF
Achatia latex,GA,3,GBIF
Achatia latex,IA,2,GBIF
Achatia latex,IL,1,GBIF
Achatia latex,IN,3,GBIF
Achatia latex,KY,9,GBIF
Achatia latex,MA,88,GBIF
Achatia latex,MD,39,GBIF
Achatia latex,ME,28,GBIF
Achatia latex,MI,29,GBIF
Achatia latex,MN,10,GBIF
Achatia latex,MO,6,GBIF
Achatia latex,NC,70,GBIF
Achatia latex,NH,17,GBIF
Achatia latex,NJ,1,GBIF
Achatia latex,NY,65,GBIF
Achatia latex,OH,39,GBIF
Achatia latex,PA,96,GBIF
Achatia latex,RI,4,GBIF
Achatia latex,SC,2,GBIF
Achatia latex,TN,22,GBIF
Achatia latex,VA,33,GBIF
Achatia latex,VT,120,GBIF
Achatia latex,WI,10,GBIF
Achatia latex,WV,45,GBIF
Achatia mucens,AL,9,GBIF
Achatia mucens,AR,1,GBIF
Achatia mucens,FL,28,GBIF
Achatia mucens,GA,1,GBIF
Achatia mucens,LA,7,GBIF
Achatia mucens,MA,1,GBIF
Achatia mucens,MN,1,GBIF
Achatia mucens,MS,2,GBIF
Achatia mucens,NC,7,GBIF
Achatia mucens,NJ,2,GBIF
Achatia mucens,OK,9,GBIF
Achatia mucens,SC,3,GBIF
Achatia mucens,TX,656,GBIF
Achatodes zeae,AL,14,GBIF
Achatodes zeae,AR,1,GBIF
Achatodes zeae,CT,18,GBIF
Achatodes zeae,DE,3,GBIF
Achatodes zeae,FL,6,GBIF
Achatodes zeae,GA,4,GBIF
Achatodes zeae,IA,1,GBIF
Achatodes zeae,IL,6,GBIF
Achatodes zeae,IN,1,GBIF
Achatodes zeae,KS,1,GBIF
Achatodes zeae,KY,1,GBIF
Achatodes zeae,LA,12,GBIF
Achatodes zeae,MA,28,GBIF
Achatodes zeae,MD,6,GBIF
Achatodes zeae,ME,5,GBIF
Achatodes zeae,MI,14,GBIF
Achatodes zeae,MN,18,GBIF
Achatodes zeae,MO,4,GBIF
Achatodes zeae,MS,6,GBIF
Achatodes zeae,NC,16,GBIF
Achatodes zeae,ND,1,GBIF
Achatodes zeae,NE,1,GBIF
Achatodes zeae,NH,8,GBIF
Achatodes zeae,NJ,8,GBIF
Achatodes zeae,NY,28,GBIF
Achatodes zeae,OH,29,GBIF
Achatodes zeae,OK,1,GBIF
Achatodes zeae,PA,22,GBIF
Achatodes zeae,RI,2,GBIF
Achatodes zeae,SC,4,GBIF
Achatodes zeae,TN,4,GBIF
Achatodes zeae,TX,3,GBIF
Achatodes zeae,VA,6,GBIF
Achatodes zeae,VT,50,GBIF
